alg,suite,fid,dim,ERT,succ,runs,best_err,mean_err
SSA,cec2022,12,20,nan,0,30,497.6159469958084,700.9092036227582
SciPyDE,cec2022,1,20,nan,0,30,2.3281191825574297,5.081545871381596
SciPyDE,cec2022,2,20,nan,0,30,50.108326442623195,56.34899661174686
SciPyDE,cec2022,3,20,nan,0,30,1.0614779387991575,1.6579333384320611
SciPyDE,cec2022,4,20,nan,0,30,164.63286572818845,203.3356077478017
SciPyDE,cec2022,5,20,nan,0,30,5.585878315657965,9.468955728411693
SciPyDE,cec2022,6,20,nan,0,30,3099708.5289849113,7977136.726945614
SciPyDE,cec2022,7,20,nan,0,30,62.28404012282317,99.53852640082262
SciPyDE,cec2022,8,20,nan,0,30,216.46955318403252,1122.3605573801733
SciPyDE,cec2022,9,20,nan,0,30,361.3050415782177,381.08840658358935
SciPyDE,cec2022,10,20,nan,0,30,432.2856371128328,471.04305316503695
SciPyDE,cec2022,11,20,nan,0,30,23.374947599102597,34.08310766290594
SciPyDE,cec2022,12,20,nan,0,30,284.0936018307316,300.39963816205903
jSO,cec2022,1,20,66765.13333333333,30,30,0.0,2.6526928801710407e-14
jSO,cec2022,2,20,nan,0,30,44.89547307826922,48.24668068321708
jSO,cec2022,3,20,59733.76666666667,30,30,0.0,0.0
jSO,cec2022,4,20,nan,0,30,16.01153306553067,31.057798763658443
jSO,cec2022,5,20,62660.96666666667,30,30,0.0,7.200166389035682e-14
jSO,cec2022,6,20,nan,0,30,17.175722624728905,333.11342251862214
jSO,cec2022,7,20,nan,0,30,23.532723079994412,27.72577950424283
jSO,cec2022,8,20,nan,0,30,5.515722080541309,21.142015572596634
jSO,cec2022,9,20,nan,0,30,335.63877538543056,335.6387753854309
jSO,cec2022,10,20,nan,0,30,396.56598271490384,397.9659735556212
jSO,cec2022,11,20,74104.96666666666,30,30,4.547473508864641e-13,1.0004441719502211e-12
jSO,cec2022,12,20,nan,0,30,234.852661002707,238.29900956479153
