alg,fid,run,fbest,suite,dim,nfe,time_sec,hit,err
CMAES,15,0,15.9018041246081,eng,4,569,0.1257517337799072,0,5869.398195875392
CMAES,15,1,15.9018041246081,eng,4,729,0.1194605827331543,0,5869.398195875392
CMAES,15,2,15.9018041246081,eng,4,585,0.0857696533203125,0,5869.398195875392
CMAES,15,3,15.9018041246081,eng,4,673,0.1186516284942627,0,5869.398195875392
CMAES,15,4,15.9018041246081,eng,4,849,0.1346173286437988,0,5869.398195875392
CMAES,15,5,15.9018041246081,eng,4,633,0.0997867584228515,0,5869.398195875392
CMAES,15,6,15.9018041246081,eng,4,817,0.124307632446289,0,5869.398195875392
CMAES,15,7,15.9018041246081,eng,4,801,0.1309914588928222,0,5869.398195875392
CMAES,15,8,15.9018041246081,eng,4,761,0.1315484046936035,0,5869.398195875392
CMAES,15,9,15.9018041246081,eng,4,761,0.1251859664916992,0,5869.398195875392
CMAES,15,10,15.9018041246081,eng,4,665,0.118093729019165,0,5869.398195875392
CMAES,15,11,15.9018041246081,eng,4,721,0.1129271984100341,0,5869.398195875392
CMAES,15,12,15.9018041246081,eng,4,649,0.1054832935333252,0,5869.398195875392
CMAES,15,13,15.9018041246081,eng,4,681,0.0986998081207275,0,5869.398195875392
CMAES,15,14,15.9018041246081,eng,4,769,0.1300826072692871,0,5869.398195875392
CMAES,15,15,15.9018041246081,eng,4,921,0.2216567993164062,0,5869.398195875392
CMAES,15,16,15.9018041246081,eng,4,673,0.1083910465240478,0,5869.398195875392
CMAES,15,17,15.9018041246081,eng,4,945,0.1467080116271972,0,5869.398195875392
CMAES,15,18,15.9018041246081,eng,4,857,0.1421477794647216,0,5869.398195875392
CMAES,15,19,15.9018041246081,eng,4,705,0.1089770793914794,0,5869.398195875392
CMAES,15,20,15.9018041246081,eng,4,593,0.1087281703948974,0,5869.398195875392
CMAES,15,21,15.9018041246081,eng,4,609,0.0918433666229248,0,5869.398195875392
CMAES,15,22,15.9018041246081,eng,4,793,0.1492257118225097,0,5869.398195875392
CMAES,15,23,15.9018041246081,eng,4,769,0.1341979503631591,0,5869.398195875392
CMAES,15,24,15.9018041246081,eng,4,721,0.1054277420043945,0,5869.398195875392
CMAES,15,25,15.9018041246081,eng,4,713,0.1242380142211914,0,5869.398195875392
CMAES,15,26,15.9018041246081,eng,4,745,0.1100974082946777,0,5869.398195875392
CMAES,15,27,15.9018041246081,eng,4,713,0.1061501502990722,0,5869.398195875392
CMAES,15,28,15.9018041246081,eng,4,673,0.1075494289398193,0,5869.398195875392
CMAES,15,29,15.9018041246081,eng,4,601,0.0901966094970703,0,5869.398195875392
GWO,15,0,15.9018041246081,eng,4,16020,2.138397693634033,0,5869.398195875392
GWO,15,1,15.9018041246081,eng,4,16020,2.183495044708252,0,5869.398195875392
GWO,15,2,15.9018041246081,eng,4,16020,2.162158966064453,0,5869.398195875392
GWO,15,3,15.9018041246081,eng,4,16020,1.83622407913208,0,5869.398195875392
GWO,15,4,15.9018041246081,eng,4,16020,1.9050188064575195,0,5869.398195875392
GWO,15,5,15.9018041246081,eng,4,16020,2.154513120651245,0,5869.398195875392
GWO,15,6,15.9018041246081,eng,4,16020,1.973755121231079,0,5869.398195875392
GWO,15,7,15.9018041246081,eng,4,16020,2.1230926513671875,0,5869.398195875392
GWO,15,8,15.9018041246081,eng,4,16020,1.9193851947784424,0,5869.398195875392
GWO,15,9,15.9018041246081,eng,4,16020,2.2788619995117188,0,5869.398195875392
GWO,15,10,15.9018041246081,eng,4,16020,2.015023231506348,0,5869.398195875392
GWO,15,11,15.9018041246081,eng,4,16020,1.9310264587402344,0,5869.398195875392
GWO,15,12,15.9018041246081,eng,4,16020,2.285839080810547,0,5869.398195875392
GWO,15,13,15.9018041246081,eng,4,16020,2.199918746948242,0,5869.398195875392
GWO,15,14,15.9018041246081,eng,4,16020,2.1609530448913574,0,5869.398195875392
GWO,15,15,15.9018041246081,eng,4,16020,3.355767250061035,0,5869.398195875392
GWO,15,16,15.9018041246081,eng,4,16020,2.0139620304107666,0,5869.398195875392
GWO,15,17,15.9018041246081,eng,4,16020,2.259413719177246,0,5869.398195875392
GWO,15,18,15.9018041246081,eng,4,16020,2.161097288131714,0,5869.398195875392
GWO,15,19,15.9018041246081,eng,4,16020,2.729757785797119,0,5869.398195875392
GWO,15,20,15.9018041246081,eng,4,16020,2.19546127319336,0,5869.398195875392
GWO,15,21,15.9018041246081,eng,4,16020,2.7280139923095703,0,5869.398195875392
GWO,15,22,15.9018041246081,eng,4,16020,2.046663999557495,0,5869.398195875392
GWO,15,23,15.9018041246081,eng,4,16020,2.089972496032715,0,5869.398195875392
GWO,15,24,15.9018041246081,eng,4,16020,1.9273631572723389,0,5869.398195875392
GWO,15,25,15.9018041246081,eng,4,16020,2.1038520336151123,0,5869.398195875392
GWO,15,26,15.9018041246081,eng,4,16020,2.1558094024658203,0,5869.398195875392
GWO,15,27,15.9018041246081,eng,4,16020,1.990424633026123,0,5869.398195875392
GWO,15,28,15.9018041246081,eng,4,16020,2.288766860961914,0,5869.398195875392
GWO,15,29,15.9018041246081,eng,4,16020,2.2772011756896973,0,5869.398195875392
JADE,15,0,15.9018041246081,eng,4,2070,0.0937283039093017,0,5869.398195875392
JADE,15,1,15.9018041246081,eng,4,2220,0.1023483276367187,0,5869.398195875392
JADE,15,2,15.9018041246081,eng,4,2130,0.1026139259338378,0,5869.398195875392
JADE,15,3,15.9018041246081,eng,4,2070,0.0984017848968505,0,5869.398195875392
JADE,15,4,15.9018041246081,eng,4,2220,0.1041021347045898,0,5869.398195875392
JADE,15,5,15.9018041246081,eng,4,2340,0.0965015888214111,0,5869.398195875392
JADE,15,6,15.9018041246081,eng,4,2310,0.1049575805664062,0,5869.398195875392
JADE,15,7,15.9018041246081,eng,4,2010,0.0995826721191406,0,5869.398195875392
JADE,15,8,15.9018041246081,eng,4,2220,0.1009309291839599,0,5869.398195875392
JADE,15,9,15.9018041246081,eng,4,2010,0.1036360263824462,0,5869.398195875392
JADE,15,10,15.9018041246081,eng,4,2010,0.0927443504333496,0,5869.398195875392
JADE,15,11,15.9018041246081,eng,4,2250,0.0962207317352294,0,5869.398195875392
JADE,15,12,15.9018041246081,eng,4,2280,0.099205732345581,0,5869.398195875392
JADE,15,13,15.9018041246081,eng,4,1950,0.0950620174407959,0,5869.398195875392
JADE,15,14,15.9018041246081,eng,4,2190,0.1037540435791015,0,5869.398195875392
JADE,15,15,15.9018041246081,eng,4,2220,0.1033117771148681,0,5869.398195875392
JADE,15,16,15.9018041246081,eng,4,2070,0.088104248046875,0,5869.398195875392
JADE,15,17,15.9018041246081,eng,4,2070,0.0928666591644287,0,5869.398195875392
JADE,15,18,15.9018041246081,eng,4,2220,0.0923495292663574,0,5869.398195875392
JADE,15,19,15.9018041246081,eng,4,2070,0.0971620082855224,0,5869.398195875392
JADE,15,20,15.9018041246081,eng,4,2220,0.0974812507629394,0,5869.398195875392
JADE,15,21,15.9018041246081,eng,4,2100,0.0944581031799316,0,5869.398195875392
JADE,15,22,15.9018041246081,eng,4,2160,0.1070630550384521,0,5869.398195875392
JADE,15,23,15.9018041246081,eng,4,2040,0.1100308895111084,0,5869.398195875392
JADE,15,24,15.9018041246081,eng,4,2250,0.1017594337463378,0,5869.398195875392
JADE,15,25,15.9018041246081,eng,4,2130,0.1124689579010009,0,5869.398195875392
JADE,15,26,15.9018041246081,eng,4,2220,0.0965650081634521,0,5869.398195875392
JADE,15,27,15.9018041246081,eng,4,2100,0.1041646003723144,0,5869.398195875392
JADE,15,28,15.9018041246081,eng,4,2310,0.1110632419586181,0,5869.398195875392
JADE,15,29,15.9018041246081,eng,4,2490,0.1266121864318847,0,5869.398195875392
LBFGSB,15,0,578.0242319794995,eng,4,10,0.0012998580932617,0,5307.2757680205
LBFGSB,15,1,659.2411603322082,eng,4,10,0.0010504722595214,0,5226.058839667792
LBFGSB,15,2,218.93402744190644,eng,4,10,0.001145601272583,0,5666.365972558094
LBFGSB,15,3,118.8438350532279,eng,4,10,0.001051902770996,0,5766.456164946772
LBFGSB,15,4,1114.4314878510531,eng,4,10,0.0010626316070556,0,4770.868512148947
LBFGSB,15,5,997.5862288793398,eng,4,10,0.0015230178833007,0,4887.713771120661
LBFGSB,15,6,494.5485313510717,eng,4,10,0.0015394687652587,0,5390.7514686489285
LBFGSB,15,7,759.5510596846887,eng,4,10,0.0010745525360107,0,5125.748940315311
LBFGSB,15,8,507.1498591173007,eng,4,10,0.0012054443359375,0,5378.1501408827
LBFGSB,15,9,924.6131943432448,eng,4,10,0.0018086433410644,0,4960.686805656756
LBFGSB,15,10,1062.0094477383986,eng,4,10,0.0010950565338134,0,4823.290552261602
LBFGSB,15,11,219.7269352159376,eng,4,10,0.0012564659118652,0,5665.573064784063
LBFGSB,15,12,441.19656744915824,eng,4,10,0.0011267662048339,0,5444.103432550842
LBFGSB,15,13,1124.6494803497717,eng,4,10,0.001063585281372,0,4760.6505196502285
LBFGSB,15,14,893.5222737296715,eng,4,10,0.0011126995086669,0,4991.7777262703285
LBFGSB,15,15,809.4804550466172,eng,4,10,0.0015509128570556,0,5075.819544953383
LBFGSB,15,16,553.9157941360779,eng,4,10,0.0010848045349121,0,5331.384205863922
LBFGSB,15,17,826.843511727496,eng,4,10,0.0010428428649902,0,5058.456488272504
LBFGSB,15,18,458.04816081701824,eng,4,10,0.0010523796081542,0,5427.251839182982
LBFGSB,15,19,563.994299809383,eng,4,10,0.0019671916961669,0,5321.305700190617
LBFGSB,15,20,295.46450539798263,eng,4,10,0.0011847019195556,0,5589.835494602017
LBFGSB,15,21,881.1849957806473,eng,4,10,0.0015013217926025,0,5004.115004219353
LBFGSB,15,22,253.881230580281,eng,4,10,0.0012433528900146,0,5631.418769419719
LBFGSB,15,23,798.2452358646485,eng,4,15,0.0013420581817626,0,5087.054764135351
LBFGSB,15,24,307.1135731107741,eng,4,10,0.0011842250823974,0,5578.186426889226
LBFGSB,15,25,66.80546612919855,eng,4,10,0.0010697841644287,0,5818.494533870801
LBFGSB,15,26,381.206061057732,eng,4,10,0.0011627674102783,0,5504.093938942268
LBFGSB,15,27,687.1139658610227,eng,4,10,0.0010378360748291,0,5198.186034138977
LBFGSB,15,28,1071.332305735473,eng,4,10,0.0011758804321289,0,4813.967694264527
LBFGSB,15,29,208.68124565557312,eng,4,10,0.0025327205657958,0,5676.618754344427
LSHADE,15,0,15.9018041246081,eng,4,1680,0.0688965320587158,0,5869.398195875392
LSHADE,15,1,15.9018041246081,eng,4,1700,0.0879864692687988,0,5869.398195875392
LSHADE,15,2,15.9018041246081,eng,4,1700,0.0755066871643066,0,5869.398195875392
