fid,CMAES,GA,GWO,JADE,LBFGSB,LSHADE,NLSHADE-RSP,PSO,SSA,SciPyDE,Spiral-LSHADE,jSO
1,2.4453076272952583e-14,62.19837286320588,23.063983870815214,0.0,2691.6681720947863,0.0,1.442163759875612e-14,3.113442275577917e-14,1288.6892085132397,0.42590795439182344,1.7344551487745134e-14,0.0
2,3.1185336682783436,27.397961525243083,17.72029208779225,3.383762349722773,2212.854769162719,2.467298544034175,0.00010669426007132876,4.09738679963257,135.52173490935306,3.9623642553670275,3.2349726322271373,3.155393955839176
3,5.298848005843401e-14,8.912815913245443e-06,0.00041260275421856236,0.0,0.22153265487122453,0.0,0.0,4.5767808380384046e-14,3.033429307453563e-11,0.12450113217716027,0.0,0.0
4,11.96416261179353,19.869176690016037,10.138446618850073,4.980799047792158,79.40104265495872,4.245560456675043,7.767897391511902,20.799159923928773,26.77105572114491,10.335009527773188,3.0397457200932885,2.5368056825320267
5,0.1910659309784043,0.4407949287636389,0.10011977014740081,2.0756281837186113e-14,3.753229631882988,0.0,8.695798172278246e-14,1.0444518779338838,1.0214731806748099,0.8600294831191994,0.0,0.0
6,173.94477048792814,28158.145398955283,17565.725067048486,2663.6699757607107,8570057303.120108,0.40956307620300025,4.2853547291099385,6685.107261501354,12602.96380352667,16.708475099275823,0.08181547571328739,0.0922988875662983
7,35.9229357005036,6.72657637298897,26.017081714629573,9.88437407423379,5948.134874053279,5.156885764998145,3.9142694996762293,6.298315969996361,285.83246646224234,4.554901838043078,4.545984941332439,8.90462297585907
8,74.50248125246985,486.2089672464549,6.893826002971021,9.261334794910672,1.3525556917081664e+17,7.92216551538791,4.032841503734897,6.31813577986351,916.7392020075362,2.930561366943145,6.864998500344491,1.303635707707672
9,124.15539890029925,143.03543934253184,174.8993685781404,176.00381559739571,186.10397308492833,161.5121780771821,1.5431373348024986e-10,177.2678041274678,287.51945505175536,4.676635949378282,9.061606240852718e-11,2.598182908165499e-13
10,74.53201610063293,80.74253952691986,49.492267464255825,39.26141180796503,447.95992063943817,23.789419636245636,0.42266338298221867,69.05004625481381,115.46089259635156,3.92642061011192,0.6096962617487636,0.047780859698685764
11,407.45136731807975,7.528282800543344,267.0380904432657,1.850085492026147e-13,6659.411778850948,2.2658827179950087e-13,2.6525061957075856e-13,9.149201928280405,242.2023930340367,4.461755978859852,5.357987320829221e-11,1.1537310079004896e-13
12,1.7395682103105539,5.339823010904656,1.245471974591565,0.9131008009214938,443.18763339744186,0.8251465777176349,65.05207869525306,18.48157646787425,84.11491128648458,3.32973456444813,0.8747270052660046,0.46717298876263985
