fid,CMAES,GA,GWO,JADE,LBFGSB,LSHADE,NLSHADE-RSP,PSO,SSA,SciPyDE,Spiral-LSHADE,jSO
1,1.3263464400855207e-14,40.93070226826187,19.34871407162221,0.0,701.2196106328953,0.0,3.789561257387202e-15,5.115907697472723e-14,306.32018896980037,1.6865200657963366,5.684341886080803e-15,0.0
2,5.2625278456925795,20.74347474506935,14.627812718218507,4.996755904869451,1151.2550988648723,6.391995459667657,3.7524967410712595e-05,4.7174016490237625,107.78205382098116,5.892036521212602,3.0806490501398494,6.381318878832985
3,3.4106051316484814e-14,1.4138049262631588e-05,0.00022609977835749958,0.0,0.1527653311872162,0.0,0.0,1.0231815394945445e-13,2.2400096592415745e-11,0.46528525695976364,0.0,0.0
4,33.91217940371305,45.60492386615252,30.644095812650168,15.867223096742304,388.1833333334737,12.38550231171975,30.26666666666667,53.13176465953264,84.9629753198969,39.2759652881534,13.268738614260492,10.42258355607532
5,0.09959486987620493,0.5393289559973444,0.027920698695072542,3.789561257387202e-15,7.235062262687791,0.0,4.168517383125922e-14,1.2316233985032872,1.5555652329356122,3.29639845879506,0.0,0.0
6,36.446619642423606,33760.427998474646,37839.862486288155,721.714491448894,7887309483.779352,0.5095137432919727,3.4965130137479794,7153.019132114369,15614.89987799114,33.41093125595145,0.4347685387283415,0.4248460334488072
7,37.16216134686801,24.367891278822064,39.03001381393454,11.773783269282232,3870.2289490630587,5.476983647045654,3.042744749624558,26.21764410657761,288.51724486806745,41.17800745225983,23.83343187153151,20.323016866257642
8,35.2142901187646,426.2970767402771,27.10281490755295,14.753164622319355,1.4216395642053797e+17,7.717265389397971,4.023159882951025,21.508304904879257,1203.4297286505412,34.24635620548679,11.859357146065758,3.973261211028406
9,311.2150992397217,315.78896961268754,244.56829801555855,131.66792660142016,468.45837223735094,95.75849207376014,4.027545704351117e-11,123.24653990527436,532.3156222031412,19.983883328597297,3.552486305125058e-10,5.153803310046593e-13
10,300.3798614620634,290.9881948800167,256.4789686998104,243.10958423575494,1857.8111103598058,227.58371373451413,220.91863098289824,297.00865424863025,351.2948067196756,236.05253447140205,221.41282764594644,220.88390836315324
11,279.73845418598324,3.2594740542504193,88.69481514331456,3.637978807091713e-13,2973.743280063293,2.7284841053187846e-13,5.760133111228545e-13,4.953799633891155,52.14733664750766,22.89750463888645,2.1274596898971746e-10,4.850638409455617e-13
12,166.6618280360699,170.85571647472545,165.42631929286557,165.29607970930832,449.8997980175132,165.57801928626597,130.13794513342359,176.34860295072912,274.89635302435545,182.66847906932767,165.22060614674285,164.67626205766433
