alg,suite,fid,dim,run,fbest,err,nfe,hit,time_sec
LBFGSB,eng,1,4,2,172548.7223152537,166489.00831525368,395,0,0.01657271385192871
PSO,eng,1,4,2,5815.5644090881315,244.14959091186847,16020,0,1.3665876388549805
GWO,eng,1,4,2,6218.969334960913,159.2553349609134,16020,0,1.5571069717407227
MealpyGA,eng,1,4,2,8494.952924675958,2435.2389246759576,16020,0,2.1101949214935303
SSA,eng,1,4,2,6189.055666123319,129.34166612331865,30420,0,3.176582098007202
NLSHADE-RSP,eng,1,4,3,5802.6858512489325,257.0281487510674,16003,0,0.4601469039916992
LSHADE,eng,1,4,3,5802.685851248933,257.0281487510665,13160,0,0.392916202545166
JADE,eng,1,4,3,5802.685851248933,257.0281487510665,16050,0,0.4650568962097168
jSO,eng,1,4,3,5802.685851248933,257.0281487510665,14194,0,0.4379904270172119
Spiral-LSHADE,eng,1,4,3,5802.685851248934,257.0281487510656,16000,0,1.260467529296875
CMAES,eng,1,4,3,5815.131069469073,244.58293053092711,10025,0,1.4002971649169922
SciPyDE,eng,1,4,3,5836.868235190352,222.84576480964824,4740,0,0.2120809555053711
LBFGSB,eng,1,4,3,52306.85979830086,46247.14579830086,305,0,0.014674186706542969
PSO,eng,1,4,3,5827.17409230028,232.53990769972006,16020,0,1.3264286518096924
GWO,eng,1,4,3,5811.560263240935,248.1537367590654,16020,0,1.5311508178710938
MealpyGA,eng,1,4,3,8829.358891969478,2769.6448919694776,16020,0,2.221268892288208
SSA,eng,1,4,3,7143.084824997498,1083.370824997498,30420,0,3.2859654426574707
NLSHADE-RSP,eng,1,4,4,5873.4123331422325,186.3016668577675,16003,0,0.44335055351257324
LSHADE,eng,1,4,4,5802.685851248933,257.0281487510665,14900,0,0.46137571334838867
JADE,eng,1,4,4,5802.685851248933,257.0281487510665,16050,0,0.4908175468444824
jSO,eng,1,4,4,5802.685851248933,257.0281487510665,14117,0,0.4410104751586914
Spiral-LSHADE,eng,1,4,4,5802.685851248933,257.0281487510665,16000,0,1.2774598598480225
CMAES,eng,1,4,4,5807.997225143607,251.71677485639339,10377,0,1.2981212139129639
SciPyDE,eng,1,4,4,5816.711704997889,243.00229500211117,5280,0,0.25255727767944336
LBFGSB,eng,1,4,4,1018561.51583313,1012501.80183313,335,0,0.015809059143066406
PSO,eng,1,4,4,6071.804570055486,12.090570055485841,16020,0,1.3479979038238525
GWO,eng,1,4,4,5828.011598446453,231.70240155354713,16020,0,1.6117348670959473
MealpyGA,eng,1,4,4,7710.703387785193,1650.9893877851928,16020,0,2.394437313079834
SSA,eng,1,4,4,6056.618598584384,3.0954014156159246,30420,0,3.7842323780059814
NLSHADE-RSP,eng,1,4,5,5980.552310692189,79.16168930781078,16003,0,0.4557478427886963
LSHADE,eng,1,4,5,5802.685851248933,257.0281487510665,16020,0,0.5330791473388672
JADE,eng,1,4,5,5802.685851248936,257.0281487510638,16050,0,0.5922696590423584
jSO,eng,1,4,5,5802.685851248933,257.0281487510665,14358,0,0.5239431858062744
Spiral-LSHADE,eng,1,4,5,5802.685851248933,257.0281487510665,16003,0,1.3458497524261475
CMAES,eng,1,4,5,5813.319141542137,246.39485845786294,10353,0,1.5212125778198242
SciPyDE,eng,1,4,5,5821.170053210634,238.5439467893657,5580,0,0.3792734146118164
LBFGSB,eng,1,4,5,2330214.9778673085,2324155.2638673084,220,0,0.010349512100219727
PSO,eng,1,4,5,6003.75995672612,55.954043273879506,16020,0,1.6363401412963867
GWO,eng,1,4,5,5898.327242095932,161.38675790406796,16020,0,2.101278305053711
MealpyGA,eng,1,4,5,14173.241166137923,8113.527166137923,16020,0,3.0574252605438232
SSA,eng,1,4,5,6082.509344289653,22.795344289653258,30420,0,4.084091424942017
NLSHADE-RSP,eng,1,4,6,5966.763768825672,92.95023117432811,16003,0,0.6021304130554199
LSHADE,eng,1,4,6,5802.685851248933,257.0281487510665,12360,0,0.4473121166229248
JADE,eng,1,4,6,5802.685851248933,257.0281487510665,16050,0,0.5145134925842285
jSO,eng,1,4,6,5802.685851248933,257.0281487510665,15096,0,0.5417404174804688
Spiral-LSHADE,eng,1,4,6,5808.21695360981,251.49704639019,16000,0,1.4415388107299805
CMAES,eng,1,4,6,5806.477736780643,253.23626321935717,10585,0,1.993741512298584
SciPyDE,eng,1,4,6,5817.158627658213,242.555372341787,6540,0,0.5046336650848389
LBFGSB,eng,1,4,6,1540315.1045402405,1534255.3905402406,370,0,0.029607057571411133
PSO,eng,1,4,6,5833.024453709697,226.68954629030304,16020,0,2.3450777530670166
GWO,eng,1,4,6,5863.189267868151,196.5247321318493,16020,0,1.8724935054779053
MealpyGA,eng,1,4,6,11609.173739695892,5549.4597396958925,16020,0,3.1610822677612305
SSA,eng,1,4,6,6619.157686716984,559.4436867169843,30420,0,3.9900927543640137
NLSHADE-RSP,eng,1,4,7,6096.853156584127,37.139156584126795,16003,0,0.4939916133880615
LSHADE,eng,1,4,7,5802.685851248933,257.0281487510665,15740,0,0.5183007717132568
JADE,eng,1,4,7,5802.685851248933,257.0281487510665,16050,0,0.5453274250030518
jSO,eng,1,4,7,5802.685851248933,257.0281487510665,14117,0,0.589331865310669
Spiral-LSHADE,eng,1,4,7,5802.685851248935,257.0281487510647,16000,0,1.3800275325775146
CMAES,eng,1,4,7,5804.481717321885,255.23228267811464,10137,0,1.5387797355651855
SciPyDE,eng,1,4,7,5820.731019347992,238.98298065200834,6180,0,0.2945590019226074
LBFGSB,eng,1,4,7,775676.8328072417,769617.1188072417,400,0,0.0174407958984375
PSO,eng,1,4,7,5956.708624253347,103.00537574665304,16020,0,1.568070888519287
GWO,eng,1,4,7,6472.802171593688,413.08817159368846,16020,0,1.8745174407958984
MealpyGA,eng,1,4,7,8747.347782635825,2687.633782635825,16020,0,2.4412765502929688
SSA,eng,1,4,7,7442.903687436866,1383.1896874368658,30420,0,3.667363166809082
NLSHADE-RSP,eng,1,4,8,6117.319022751218,57.6050227512178,16003,0,0.5296008586883545
LSHADE,eng,1,4,8,5802.6858512489325,257.0281487510674,13080,0,0.43387460708618164
JADE,eng,1,4,8,5802.685851248933,257.0281487510665,16050,0,0.5122194290161133
jSO,eng,1,4,8,5802.685851248934,257.0281487510656,12905,0,0.42357516288757324
Spiral-LSHADE,eng,1,4,8,5802.685851248934,257.0281487510656,16000,0,1.4683594703674316
CMAES,eng,1,4,8,5808.051405024336,251.66259497566352,10649,0,1.400033950805664
SciPyDE,eng,1,4,8,5816.471402673417,243.24259732658265,6060,0,0.2964465618133545
LBFGSB,eng,1,4,8,818119.0599303956,812059.3459303955,385,0,0.026990652084350586
PSO,eng,1,4,8,5851.4774823600965,208.23651763990347,16020,0,1.3867254257202148
GWO,eng,1,4,8,6320.49757701716,260.7835770171605,16020,0,1.7754034996032715
MealpyGA,eng,1,4,8,8585.520743178702,2525.806743178702,16020,0,3.164163112640381
SSA,eng,1,4,8,7260.099466461639,1200.3854664616392,30420,0,4.103712558746338
NLSHADE-RSP,eng,1,4,9,5881.2172545879985,178.49674541200147,16003,0,0.5013031959533691
LSHADE,eng,1,4,9,5802.685851248933,257.0281487510665,16020,0,0.6001486778259277
JADE,eng,1,4,9,5802.685851248933,257.0281487510665,16050,0,0.5235147476196289
jSO,eng,1,4,9,5802.685851248934,257.0281487510656,12401,0,0.41709446907043457
Spiral-LSHADE,eng,1,4,9,5802.685851248934,257.0281487510656,16000,0,1.3852813243865967
CMAES,eng,1,4,9,5805.211954733943,254.5020452660574,10497,0,1.5005550384521484
SciPyDE,eng,1,4,9,5826.302969419313,233.4110305806871,5460,0,0.2748124599456787
LBFGSB,eng,1,4,9,1325961.5067270831,1319901.7927270832,355,0,0.016901731491088867
PSO,eng,1,4,9,5890.433555004737,169.28044499526277,16020,0,1.4538934230804443
GWO,eng,1,4,9,5839.001024675462,220.7129753245381,16020,0,1.704974889755249
MealpyGA,eng,1,4,9,14870.563229208215,8810.849229208216,16020,0,2.493171215057373
SSA,eng,1,4,9,6964.913140748082,905.1991407480818,30420,0,3.614370107650757
NLSHADE-RSP,eng,1,4,10,5918.566420874503,141.14757912549703,16003,0,0.4932551383972168
LSHADE,eng,1,4,10,5802.685851248933,257.0281487510665,11860,0,0.40372204780578613
JADE,eng,1,4,10,5802.685851248933,257.0281487510665,16050,0,0.4609248638153076
jSO,eng,1,4,10,5802.685851248934,257.0281487510656,12581,0,0.4001457691192627
Spiral-LSHADE,eng,1,4,10,5802.685851248934,257.0281487510656,16000,0,1.3453869819641113
CMAES,eng,1,4,10,5804.18393856218,255.53006143782022,10313,0,1.2737681865692139
SciPyDE,eng,1,4,10,5819.284059284493,240.42994071550675,6420,0,0.29431653022766113
LBFGSB,eng,1,4,10,1141938.1546647986,1135878.4406647987,370,0,0.019551753997802734
PSO,eng,1,4,10,5901.622548694656,158.09145130534398,16020,0,1.4134724140167236
GWO,eng,1,4,10,5812.514104467238,247.19989553276173,16020,0,1.5428283214569092
MealpyGA,eng,1,4,10,11614.61116819298,5554.89716819298,16020,0,2.8123786449432373
SSA,eng,1,4,10,6548.466752029526,488.75275202952616,30420,0,3.6199777126312256
NLSHADE-RSP,eng,1,4,11,5859.612191965997,200.10180803400272,16003,0,0.44583868980407715
LSHADE,eng,1,4,11,5802.685851248933,257.0281487510665,12140,0,0.3748636245727539
JADE,eng,1,4,11,5802.685851248933,257.0281487510665,16050,0,0.47583842277526855
jSO,eng,1,4,11,5802.685851248933,257.0281487510665,14607,0,0.3986682891845703
Spiral-LSHADE,eng,1,4,11,5802.685851248934,257.0281487510656,16004,0,1.2135117053985596
CMAES,eng,1,4,11,5813.651167754705,246.06283224529489,10017,0,1.172748327255249
SciPyDE,eng,1,4,11,5832.655238139169,227.0587618608306,5640,0,0.2512085437774658
LBFGSB,eng,1,4,11,215869.65727944253,209809.94327944252,270,0,0.011490106582641602
PSO,eng,1,4,11,5840.350609010206,219.36339098979352,16020,0,1.3836138248443604
GWO,eng,1,4,11,5834.178260913791,225.5357390862091,16020,0,1.5409142971038818
MealpyGA,eng,1,4,11,8088.896705187657,2029.1827051876571,16020,0,2.4685611724853516
SSA,eng,1,4,11,8527.582035039557,2467.868035039557,30420,0,3.5205726623535156
NLSHADE-RSP,eng,1,4,12,5853.271365837327,206.44263416267313,16003,0,0.5517971515655518
LSHADE,eng,1,4,12,5802.685851248933,257.0281487510665,13760,0,0.41372179985046387
JADE,eng,1,4,12,5802.685851248945,257.0281487510547,16050,0,0.47974324226379395
jSO,eng,1,4,12,5802.685851248933,257.0281487510665,14849,0,0.4737527370452881
Spiral-LSHADE,eng,1,4,12,5846.435114654262,213.27888534573776,16000,0,1.1796998977661133
CMAES,eng,1,4,12,5806.448434585438,253.26556541456193,10529,0,1.1582202911376953
SciPyDE,eng,1,4,12,5821.376640991426,238.3373590085739,5100,0,0.2183828353881836
LBFGSB,eng,1,4,12,321229.5850281799,315169.87102817994,615,0,0.025509357452392578
PSO,eng,1,4,12,5868.322982185577,191.39101781442332,16020,0,1.2481753826141357
GWO,eng,1,4,12,5817.422720813613,242.29127918638733,16020,0,1.49039626121521
MealpyGA,eng,1,4,12,10003.656920505606,3943.942920505606,16020,0,2.029008150100708
SSA,eng,1,4,12,5946.708580148185,113.00541985181462,30420,0,3.1520121097564697
NLSHADE-RSP,eng,1,4,13,5889.62500953307,170.08899046693023,16003,0,0.429546594619751
LSHADE,eng,1,4,13,5802.685851248933,257.0281487510665,13900,0,0.37749528884887695
JADE,eng,1,4,13,5802.685851248933,257.0281487510665,16050,0,0.4427337646484375
jSO,eng,1,4,13,5802.685851248933,257.0281487510665,14260,0,0.3989067077636719
Spiral-LSHADE,eng,1,4,13,5802.685851248934,257.0281487510656,16004,0,1.3229413032531738
CMAES,eng,1,4,13,5810.70774872942,249.00625127057992,10153,0,1.2888739109039307
SciPyDE,eng,1,4,13,5821.219231925631,238.49476807436895,5940,0,0.30280041694641113
LBFGSB,eng,1,4,13,1111578.2876055425,1105518.5736055425,375,0,0.019287586212158203
PSO,eng,1,4,13,6005.6071635256285,54.10683647437145,16020,0,1.7631261348724365
GWO,eng,1,4,13,6100.178638408606,40.46463840860633,16020,0,1.7323462963104248
MealpyGA,eng,1,4,13,12770.048529814707,6710.334529814707,16020,0,2.331678867340088
SSA,eng,1,4,13,7277.9474616592715,1218.2334616592716,30420,0,3.330570936203003
NLSHADE-RSP,eng,1,4,14,5848.892619559292,210.8213804407078,16003,0,0.44063258171081543
