alg,suite,fid,dim,ERT,succ,runs,best_err,mean_err
CMAES,cec2014,1,20,17527.0,30,30,1.4210854715202004e-14,1.8474111129762605e-14
CMAES,cec2014,2,20,10749.4,30,30,0.0,2.3684757858670007e-14
CMAES,cec2014,3,20,12329.4,30,30,0.0,5.4948638232114415e-14
CMAES,cec2014,4,20,16456.6,30,30,0.0,4.9264296346033615e-14
CMAES,cec2014,5,20,nan,0,30,19.999999482077783,20.84603265848495
CMAES,cec2014,6,20,nan,0,30,0.25658492389584353,3.5446311655244624
CMAES,cec2014,7,20,40058.71428571428,21,30,0.0,0.002956939989038195
CMAES,cec2014,8,20,nan,0,30,15.9193398756737,29.586011188645053
CMAES,cec2014,9,20,nan,0,30,17.911555342854513,33.26225414790624
CMAES,cec2014,10,20,nan,0,30,614.1529387887058,1534.8609591441284
CMAES,cec2014,11,20,nan,0,30,810.8776399004491,1665.8137133501443
CMAES,cec2014,12,20,nan,0,30,0.051880557524555115,1.7455083844129755
CMAES,cec2014,13,20,nan,0,30,0.08173184923998633,0.19445274622903524
CMAES,cec2014,14,20,nan,0,30,0.23405877973732458,0.46965275403722445
CMAES,cec2014,15,20,nan,0,30,0.9899352583558994,2.138160776172511
CMAES,cec2014,16,20,nan,0,30,7.578176674212955,8.119482609277194
CMAES,cec2014,17,20,nan,0,30,6.964708361834482,353.34153959250915
CMAES,cec2014,18,20,nan,0,30,11.273808711327774,148.64636213142367
CMAES,cec2014,19,20,nan,0,30,4.817628937971222,11.095795769422216
CMAES,cec2014,20,20,nan,0,30,2.5787525808477767,10.292986501633647
CMAES,cec2014,21,20,nan,0,30,1.0497752178939663,84.61979644152642
CMAES,cec2014,22,20,nan,0,30,21.89000876194814,286.12278762664135
CMAES,cec2014,23,20,nan,0,30,193.26994697978898,202.87423142637263
CMAES,cec2014,24,20,nan,0,30,200.00001649584146,214.23335211299005
CMAES,cec2014,25,20,nan,0,30,202.58366508935796,204.38299040055293
CMAES,cec2014,26,20,nan,0,30,100.05373975627208,100.19896579979374
CMAES,cec2014,27,20,nan,0,30,300.8972347308677,363.7655507465106
CMAES,cec2014,28,20,nan,0,30,657.7900961455734,915.9760691121082
CMAES,cec2014,29,20,nan,0,30,860.6577538150354,1832.4398895715653
CMAES,cec2014,30,20,nan,0,30,7831.747197615565,16185.90303436668
GWO,cec2014,1,20,nan,0,30,497723.5258093469,4371903.493405023
GWO,cec2014,2,20,nan,0,30,1204522.5250805924,71999355.07159919
GWO,cec2014,3,20,nan,0,30,411.83455468691955,2230.902371306052
GWO,cec2014,4,20,nan,0,30,25.35329044942165,57.30063445152597
GWO,cec2014,5,20,nan,0,30,20.438734500230794,20.759844487560464
GWO,cec2014,6,20,nan,0,30,1.0290492085810001,3.206584752954556
GWO,cec2014,7,20,nan,0,30,0.5292505214662242,1.6066417949298966
GWO,cec2014,8,20,nan,0,30,12.084678885280368,34.18785133633966
GWO,cec2014,9,20,nan,0,30,11.682320610200009,44.48490985249103
GWO,cec2014,10,20,nan,0,30,172.91383460093675,1025.0009752598166
GWO,cec2014,11,20,nan,0,30,321.2574891754375,1689.644065031557
GWO,cec2014,12,20,nan,0,30,1.0301161053066608,2.0175848196028556
GWO,cec2014,13,20,nan,0,30,0.16455118744784158,0.25498193765308014
GWO,cec2014,14,20,nan,0,30,0.14598472482339275,0.5057440267638867
GWO,cec2014,15,20,nan,0,30,1.9857861695863903,6.322622840956857
GWO,cec2014,16,20,nan,0,30,4.295752901826745,6.543265458118617
GWO,cec2014,17,20,nan,0,30,25900.90943421505,97469.97558312773
GWO,cec2014,18,20,nan,0,30,27821.866378110906,85430.33792584299
GWO,cec2014,19,20,nan,0,30,11.610875023252447,20.261485189086997
GWO,cec2014,20,20,nan,0,30,35176.03958718191,110841.24569640726
GWO,cec2014,21,20,nan,0,30,41007.673694068035,514564.2334937223
GWO,cec2014,22,20,nan,0,30,100.1651606926307,575.7362899345438
GWO,cec2014,23,20,nan,0,30,193.31470360797812,209.02128181716316
GWO,cec2014,24,20,nan,0,30,200.0108673324089,200.02102712255493
GWO,cec2014,25,20,nan,0,30,202.93246789613613,203.8525520893169
GWO,cec2014,26,20,nan,0,30,100.18085431915097,100.31389932039863
