alg,suite,fid,dim,run,fbest,err,nfe,hit,time_sec
NLSHADE-RSP,cec2014,1,20,0,663.4667809338782,563.4667809338782,80002,0,1.9254319667816162
LSHADE,cec2014,1,20,0,100.00000394233558,3.942335581541556e-06,80100,0,2.000347852706909
JADE,cec2014,1,20,0,100.00021945151792,0.00021945151792124307,80100,0,2.028012275695801
jSO,cec2014,1,20,0,100.00021506868842,0.00021506868841925098,80334,0,2.6815855503082275
Spiral-LSHADE,cec2014,1,20,0,100.12003384377832,0.12003384377831594,80000,0,5.221103668212891
CMAES,cec2014,1,20,0,100.00000000000003,2.842170943040401e-14,20893,1,2.1787831783294678
SciPyDE,cec2014,1,20,0,445399.1162688487,445299.1162688487,80100,0,3.237130641937256
LBFGSB,cec2014,1,20,0,100.00014777092525,0.0001477709252526438,61887,0,1.5439457893371582
PSO,cec2014,1,20,0,119888.13989463814,119788.13989463814,80100,0,4.649266481399536
GWO,cec2014,1,20,0,3161793.788868114,3161693.788868114,80100,0,5.353716135025024
MealpyGA,cec2014,1,20,0,138431.03756050835,138331.03756050835,80100,0,8.380136966705322
SSA,cec2014,1,20,0,287686.5577431312,287586.5577431312,152100,0,13.668510675430298
NLSHADE-RSP,cec2014,1,20,1,180.3376877094197,80.3376877094197,80002,0,2.140427350997925
LSHADE,cec2014,1,20,1,100.00103361897851,0.0010336189785107308,80100,0,2.355759859085083
JADE,cec2014,1,20,1,100.00017945803994,0.0001794580399376855,80100,0,2.2883071899414062
jSO,cec2014,1,20,1,100.00003484169434,3.484169434386786e-05,80334,0,2.1437160968780518
Spiral-LSHADE,cec2014,1,20,1,101.78208485124097,1.7820848512409668,80000,0,4.9898810386657715
CMAES,cec2014,1,20,1,100.00000000000001,1.4210854715202004e-14,16837,1,1.7140498161315918
SciPyDE,cec2014,1,20,1,204895.7605872143,204795.7605872143,80100,0,3.300218105316162
LBFGSB,cec2014,1,20,1,100.00009740589635,9.740589635498509e-05,42882,0,1.0824470520019531
PSO,cec2014,1,20,1,158362.81746083824,158262.81746083824,80100,0,4.818449258804321
GWO,cec2014,1,20,1,707277.7383962441,707177.7383962441,80100,0,5.928117513656616
MealpyGA,cec2014,1,20,1,575198.1397573537,575098.1397573537,80100,0,9.018409252166748
SSA,cec2014,1,20,1,293204.21802173846,293104.21802173846,152100,0,13.896814823150635
NLSHADE-RSP,cec2014,1,20,2,485.87922177020323,385.87922177020323,80002,0,2.122859001159668
LSHADE,cec2014,1,20,2,100.00002296985473,2.2969854725829464e-05,80100,0,2.3337957859039307
JADE,cec2014,1,20,2,100.00000020215873,2.0215873064444168e-07,80100,0,2.281424045562744
jSO,cec2014,1,20,2,100.00000113528056,1.1352805557862666e-06,80334,0,2.383890151977539
Spiral-LSHADE,cec2014,1,20,2,100.00191420968582,0.0019142096858217883,80000,0,5.5279035568237305
CMAES,cec2014,1,20,2,100.00000000000004,4.263256414560601e-14,16165,1,1.801142692565918
SciPyDE,cec2014,1,20,2,365137.26269267243,365037.26269267243,80100,0,3.6508538722991943
LBFGSB,cec2014,1,20,2,100.00042550042492,0.00042550042492450757,48699,0,1.362842321395874
PSO,cec2014,1,20,2,34845.12596686071,34745.12596686071,80100,0,5.202983617782593
GWO,cec2014,1,20,2,7660463.87330364,7660363.87330364,80100,0,6.008035898208618
MealpyGA,cec2014,1,20,2,786641.8998241934,786541.8998241934,80100,0,9.372296571731567
SSA,cec2014,1,20,2,1058126.8638574353,1058026.8638574353,152100,0,13.756398439407349
NLSHADE-RSP,cec2014,1,20,3,499.27912882940205,399.27912882940205,80002,0,2.136601686477661
LSHADE,cec2014,1,20,3,100.0004147708689,0.0004147708689004048,80100,0,2.3364899158477783
JADE,cec2014,1,20,3,100.00000001057765,1.0577650755294599e-08,80100,0,2.3293652534484863
jSO,cec2014,1,20,3,100.00000952564781,9.52564781186993e-06,80334,0,2.381897449493408
Spiral-LSHADE,cec2014,1,20,3,100.00829306752813,0.008293067528128972,80000,0,5.512264013290405
CMAES,cec2014,1,20,3,100.00000000000003,2.842170943040401e-14,20641,1,2.3532001972198486
SciPyDE,cec2014,1,20,3,520662.84876639314,520562.84876639314,80100,0,3.677769422531128
LBFGSB,cec2014,1,20,3,100.00071614093119,0.000716140931189102,51723,0,1.4547934532165527
PSO,cec2014,1,20,3,125236.78834018906,125136.78834018906,80100,0,5.148057222366333
GWO,cec2014,1,20,3,7061711.370682742,7061611.370682742,80100,0,6.288204193115234
MealpyGA,cec2014,1,20,3,247964.6448439114,247864.6448439114,80100,0,9.378570795059204
SSA,cec2014,1,20,3,179615.30827963958,179515.30827963958,152100,0,14.056332349777222
NLSHADE-RSP,cec2014,1,20,4,13968.514015001892,13868.514015001892,80002,0,2.158006429672241
LSHADE,cec2014,1,20,4,100.00021849431162,0.00021849431162479505,80100,0,2.368018388748169
JADE,cec2014,1,20,4,100.00001087581353,1.0875813529764855e-05,80100,0,2.3329620361328125
jSO,cec2014,1,20,4,100.0002699919467,0.0002699919466948586,80334,0,2.402064085006714
Spiral-LSHADE,cec2014,1,20,4,100.00199472884121,0.001994728841211213,80000,0,5.584820985794067
CMAES,cec2014,1,20,4,100.00000000000001,1.4210854715202004e-14,16741,1,1.906857967376709
SciPyDE,cec2014,1,20,4,259914.65975778052,259814.65975778052,80100,0,3.702249765396118
LBFGSB,cec2014,1,20,4,5868.999567699819,5768.999567699819,32445,0,0.9271204471588135
PSO,cec2014,1,20,4,87619.11060304062,87519.11060304062,80100,0,4.963676929473877
GWO,cec2014,1,20,4,4398715.439299547,4398615.439299547,80100,0,5.434113025665283
MealpyGA,cec2014,1,20,4,312890.02103062917,312790.02103062917,80100,0,8.50301480293274
SSA,cec2014,1,20,4,1292684.3440750553,1292584.3440750553,152100,0,13.419618844985962
NLSHADE-RSP,cec2014,1,20,5,3100.878442672153,3000.878442672153,80002,0,2.0830276012420654
LSHADE,cec2014,1,20,5,100.00150183064889,0.0015018306488912003,80100,0,2.2514352798461914
JADE,cec2014,1,20,5,100.00000096163117,9.616311729132576e-07,80100,0,2.212266206741333
jSO,cec2014,1,20,5,100.00271470776481,0.002714707764809532,80334,0,2.290590763092041
Spiral-LSHADE,cec2014,1,20,5,100.01868801342509,0.0186880134250913,80000,0,5.288402080535889
CMAES,cec2014,1,20,5,100.00000000000003,2.842170943040401e-14,16369,1,1.7125091552734375
SciPyDE,cec2014,1,20,5,612792.3662756163,612692.3662756163,80100,0,3.5017659664154053
LBFGSB,cec2014,1,20,5,17185.927081171794,17085.927081171794,35175,0,0.9472494125366211
PSO,cec2014,1,20,5,3556.4918540873546,3456.4918540873546,80100,0,4.913512468338013
GWO,cec2014,1,20,5,3470939.723068047,3470839.723068047,80100,0,5.583914518356323
MealpyGA,cec2014,1,20,5,727592.1222395474,727492.1222395474,80100,0,9.205182790756226
SSA,cec2014,1,20,5,360005717.993826,360005617.993826,152100,0,13.742408752441406
NLSHADE-RSP,cec2014,1,20,6,6101.778724967806,6001.778724967806,80002,0,1.9934110641479492
LSHADE,cec2014,1,20,6,100.00000140006273,1.4000627288623946e-06,80100,0,2.170745849609375
JADE,cec2014,1,20,6,100.00000013674139,1.3674139154318254e-07,80100,0,2.1268794536590576
jSO,cec2014,1,20,6,100.00013070239162,0.00013070239161550035,80334,0,2.2200255393981934
Spiral-LSHADE,cec2014,1,20,6,100.0013521496461,0.001352149646095313,80000,0,5.099554777145386
CMAES,cec2014,1,20,6,100.00000000000001,1.4210854715202004e-14,17017,1,1.7305755615234375
SciPyDE,cec2014,1,20,6,314496.82790033607,314396.82790033607,80100,0,3.4660534858703613
LBFGSB,cec2014,1,20,6,15363658295.299812,15363658195.299812,42,0,0.0015804767608642578
PSO,cec2014,1,20,6,158715.78996115815,158615.78996115815,80100,0,5.260006666183472
GWO,cec2014,1,20,6,5484289.99920472,5484189.99920472,80100,0,6.111396312713623
MealpyGA,cec2014,1,20,6,800444.086295906,800344.086295906,80100,0,9.52214002609253
SSA,cec2014,1,20,6,638592.7981665599,638492.7981665599,152100,0,14.250706434249878
NLSHADE-RSP,cec2014,1,20,7,642.7024253086937,542.7024253086937,80002,0,2.243450880050659
LSHADE,cec2014,1,20,7,100.0000318079183,3.180791830459384e-05,80100,0,2.4268085956573486
JADE,cec2014,1,20,7,100.0386579244868,0.038657924486798834,80100,0,2.361036539077759
jSO,cec2014,1,20,7,100.00000035730524,3.573052396177445e-07,80334,0,2.4392120838165283
Spiral-LSHADE,cec2014,1,20,7,100.19217222434771,0.19217222434771486,80000,0,5.6327221393585205
CMAES,cec2014,1,20,7,100.00000000000001,1.4210854715202004e-14,18061,1,2.0892868041992188
SciPyDE,cec2014,1,20,7,256571.9526477574,256471.9526477574,80100,0,3.7293946743011475
LBFGSB,cec2014,1,20,7,5868.990440960488,5768.990440960488,33075,0,0.9511299133300781
PSO,cec2014,1,20,7,42844.7496404881,42744.7496404881,80100,0,4.9621546268463135
GWO,cec2014,1,20,7,2731846.5346602714,2731746.5346602714,80100,0,5.57126259803772
MealpyGA,cec2014,1,20,7,1017054.7564572068,1016954.7564572068,80100,0,8.575430393218994
SSA,cec2014,1,20,7,1459417.7848513622,1459317.7848513622,152100,0,13.828224658966064
NLSHADE-RSP,cec2014,1,20,8,1192.714586417553,1092.714586417553,80002,0,2.2315056324005127
LSHADE,cec2014,1,20,8,100.00002179761023,2.1797610230578357e-05,80100,0,2.313185930252075
