alg,suite,fid,dim,ERT,succ,runs,best_err,mean_err
CMAES,cec2022,1,10,3372.3333333333335,30,30,0.0,1.3263464400855204e-14
CMAES,cec2022,2,10,264376.0,4,30,0.0,5.2625278456925795
CMAES,cec2022,3,10,2177.3333333333335,30,30,0.0,3.410605131648481e-14
CMAES,cec2022,4,10,nan,0,30,14.0,33.91217940371305
CMAES,cec2022,5,10,22582.0,20,30,0.0,0.09959486987620494
CMAES,cec2022,6,10,nan,0,30,0.07008097374068711,36.446619642423606
CMAES,cec2022,7,10,nan,0,30,7.871782301707981,37.16216134686801
CMAES,cec2022,8,10,nan,0,30,2.3792388015044708,35.2142901187646
CMAES,cec2022,9,10,264171.0,4,30,1.0459189070388675e-11,311.2150992397218
CMAES,cec2022,10,10,nan,0,30,125.2682561576853,300.3798614620634
CMAES,cec2022,11,10,30879.333333333332,18,30,5.002220859751105e-12,279.73845418598324
CMAES,cec2022,12,10,nan,0,30,164.47351993394022,166.66182803606992
GWO,cec2022,1,10,nan,0,30,0.05674033661711064,19.34871407162221
GWO,cec2022,2,10,nan,0,30,0.38407856999953083,14.627812718218507
GWO,cec2022,3,10,nan,0,30,1.4582121821149485e-07,0.0002260997783575173
GWO,cec2022,4,10,nan,0,30,14.000004513680096,30.644095812650168
GWO,cec2022,5,10,nan,0,30,4.6071775727796194e-05,0.027920698695072587
GWO,cec2022,6,10,nan,0,30,10498.535407281703,37839.86248628815
GWO,cec2022,7,10,nan,0,30,22.166400975978604,39.03001381393454
GWO,cec2022,8,10,nan,0,30,11.064165998678618,27.10281490755295
GWO,cec2022,9,10,nan,0,30,0.2641657234694321,244.56829801555855
GWO,cec2022,10,10,nan,0,30,220.939075738057,256.4789686998104
GWO,cec2022,11,10,nan,0,30,0.026994403472599515,88.69481514331456
GWO,cec2022,12,10,nan,0,30,163.78513837063338,165.42631929286557
JADE,cec2022,1,10,12790.0,30,30,0.0,0.0
JADE,cec2022,2,10,182395.0,6,30,0.0,4.996755904869451
JADE,cec2022,3,10,9672.0,30,30,0.0,0.0
JADE,cec2022,4,10,nan,0,30,8.000418505540893,15.867223096742304
JADE,cec2022,5,10,13924.0,30,30,0.0,3.789561257387201e-15
JADE,cec2022,6,10,nan,0,30,0.3058957706414276,721.7144914488941
JADE,cec2022,7,10,nan,0,30,0.28231336429553266,11.773783269282232
JADE,cec2022,8,10,nan,0,30,0.546454111553885,14.753164622319355
JADE,cec2022,9,10,46900.52631578947,19,30,0.0,131.66792660142016
JADE,cec2022,10,10,nan,0,30,220.8726497489797,243.10958423575494
JADE,cec2022,11,10,22151.0,30,30,0.0,3.637978807091713e-13
