alg,suite,fid,dim,run,fbest,err,nfe,hit,time_sec
GA,cec2022,1,10,5,304.8025732584966,4.8025732584965795,40050,0,5.497514247894287
SSA,cec2022,1,10,5,300.00000000013625,1.362536750093568e-10,76050,1,7.835517644882202
NLSHADE-RSP,cec2022,1,10,6,300.0,0.0,40002,1,1.2526617050170898
LSHADE,cec2022,1,10,6,300.0,0.0,18700,1,0.5821347236633301
JADE,cec2022,1,10,6,300.0,0.0,13560,1,0.4451017379760742
jSO,cec2022,1,10,6,300.0,0.0,30595,1,0.9969077110290527
Spiral-LSHADE,cec2022,1,10,6,300.0,0.0,40000,1,3.303208112716675
CMAES,cec2022,1,10,6,300.0,0.0,3661,1,0.5045075416564941
SciPyDE,cec2022,1,10,6,300.6796352516289,0.6796352516288948,15300,0,0.711066484451294
LBFGSB,cec2022,1,10,6,300.0000000036667,3.666684733616421e-09,341,1,0.012966632843017578
PSO,cec2022,1,10,6,300.00000000000006,5.684341886080802e-14,40050,1,3.1892948150634766
GWO,cec2022,1,10,6,306.04290505178966,6.04290505178966,40050,0,3.74470591545105
GA,cec2022,1,10,6,304.3602452006999,4.3602452006999215,40050,0,5.300065994262695
SSA,cec2022,1,10,6,6986.752395769012,6686.752395769012,76050,0,7.977999687194824
NLSHADE-RSP,cec2022,1,10,7,300.0,0.0,40002,1,1.1658716201782227
LSHADE,cec2022,1,10,7,300.0,0.0,19000,1,0.5856835842132568
JADE,cec2022,1,10,7,300.0,0.0,10530,1,0.3058657646179199
jSO,cec2022,1,10,7,300.0,0.0,30959,1,0.9532597064971924
Spiral-LSHADE,cec2022,1,10,7,300.0,0.0,40000,1,3.2097043991088867
CMAES,cec2022,1,10,7,300.0,0.0,3451,1,0.39342236518859863
SciPyDE,cec2022,1,10,7,301.59513752023844,1.5951375202384384,17400,0,0.7990210056304932
LBFGSB,cec2022,1,10,7,12157.975678001838,11857.975678001838,352,0,0.013464689254760742
PSO,cec2022,1,10,7,300.0,0.0,40050,1,3.3304178714752197
GWO,cec2022,1,10,7,300.3681536208045,0.36815362080449177,40050,0,3.6880924701690674
GA,cec2022,1,10,7,300.86875032989644,0.868750329896443,40050,0,5.380738019943237
SSA,cec2022,1,10,7,300.0000003914694,3.914694275408692e-07,76050,0,7.884545564651489
NLSHADE-RSP,cec2022,1,10,8,300.0,0.0,40002,1,1.1630957126617432
LSHADE,cec2022,1,10,8,300.0,0.0,18400,1,0.586493968963623
JADE,cec2022,1,10,8,300.0,0.0,11850,1,0.3529684543609619
jSO,cec2022,1,10,8,300.0,0.0,30914,1,1.0311861038208008
Spiral-LSHADE,cec2022,1,10,8,300.0,0.0,40000,1,3.280968189239502
CMAES,cec2022,1,10,8,300.0,0.0,3281,1,0.4058854579925537
SciPyDE,cec2022,1,10,8,301.52692364273224,1.5269236427322426,15750,0,0.7433717250823975
LBFGSB,cec2022,1,10,8,300.0000000054559,5.455888185679214e-09,418,1,0.01468205451965332
PSO,cec2022,1,10,8,300.0,0.0,40050,1,3.2170586585998535
GWO,cec2022,1,10,8,304.6891540361242,4.689154036124194,40050,0,3.8186981678009033
GA,cec2022,1,10,8,305.650691977875,5.650691977874999,40050,0,5.401305198669434
SSA,cec2022,1,10,8,300.0000000039854,3.9854057831689715e-09,76050,1,7.7556257247924805
NLSHADE-RSP,cec2022,1,10,9,300.0,0.0,40002,1,1.0500013828277588
LSHADE,cec2022,1,10,9,300.0,0.0,18500,1,0.507796049118042
JADE,cec2022,1,10,9,300.0,0.0,14040,1,0.3751511573791504
jSO,cec2022,1,10,9,300.0,0.0,30824,1,0.8580920696258545
Spiral-LSHADE,cec2022,1,10,9,300.0,0.0,40000,1,2.911773920059204
CMAES,cec2022,1,10,9,300.0,0.0,3011,1,0.36255311965942383
SciPyDE,cec2022,1,10,9,301.2589922914975,1.2589922914975205,15300,0,0.6651291847229004
LBFGSB,cec2022,1,10,9,300.00000004111956,4.1119562865787884e-08,352,0,0.012872457504272461
PSO,cec2022,1,10,9,300.00000000000006,5.684341886080802e-14,40050,1,2.7634713649749756
GWO,cec2022,1,10,9,305.5007869231273,5.5007869231272934,40050,0,3.1640841960906982
GA,cec2022,1,10,9,558.4019023217779,258.4019023217779,40050,0,4.585867166519165
SSA,cec2022,1,10,9,300.20461767106195,0.2046176710619534,76050,0,6.91679573059082
NLSHADE-RSP,cec2022,1,10,10,300.0,0.0,40002,1,1.0032553672790527
LSHADE,cec2022,1,10,10,300.0,0.0,20700,1,0.5390846729278564
JADE,cec2022,1,10,10,300.0,0.0,11100,1,0.30114197731018066
jSO,cec2022,1,10,10,300.0,0.0,30408,1,0.8674349784851074
Spiral-LSHADE,cec2022,1,10,10,300.0,0.0,40000,1,2.7465879917144775
CMAES,cec2022,1,10,10,300.0,0.0,3591,1,0.4138755798339844
SciPyDE,cec2022,1,10,10,301.23972846262706,1.2397284626270562,15900,0,0.6437361240386963
LBFGSB,cec2022,1,10,10,300.00000001344597,1.3445969671010971e-08,484,0,0.01700305938720703
PSO,cec2022,1,10,10,300.00000000000006,5.684341886080802e-14,40050,1,2.600133180618286
GWO,cec2022,1,10,10,300.0865116208317,0.08651162083168629,40050,0,3.3050785064697266
GA,cec2022,1,10,10,307.03854413946954,7.038544139469536,40050,0,5.365876913070679
SSA,cec2022,1,10,10,300.0000000002563,2.5630697564338334e-10,76050,1,7.8884360790252686
NLSHADE-RSP,cec2022,1,10,11,300.0,0.0,40002,1,1.1612157821655273
LSHADE,cec2022,1,10,11,300.0,0.0,19800,1,0.6258344650268555
JADE,cec2022,1,10,11,300.0,0.0,14580,1,0.37998056411743164
jSO,cec2022,1,10,11,300.0,0.0,30824,1,0.8859686851501465
Spiral-LSHADE,cec2022,1,10,11,300.0,0.0,40000,1,2.977602243423462
CMAES,cec2022,1,10,11,300.0,0.0,3311,1,0.35267019271850586
SciPyDE,cec2022,1,10,11,301.72850741272424,1.728507412724241,17100,0,0.7163915634155273
LBFGSB,cec2022,1,10,11,300.0000000000115,1.1482370609883219e-11,440,1,0.014496564865112305
PSO,cec2022,1,10,11,300.0000000000001,1.1368683772161603e-13,40050,1,2.811720132827759
GWO,cec2022,1,10,11,351.06087365950305,51.060873659503045,40050,0,3.8190577030181885
GA,cec2022,1,10,11,301.3677325252393,1.3677325252393189,40050,0,5.281660318374634
SSA,cec2022,1,10,11,300.0000026015041,2.6015040930360556e-06,76050,0,7.554068565368652
NLSHADE-RSP,cec2022,1,10,12,300.0,0.0,40002,1,1.051090955734253
LSHADE,cec2022,1,10,12,300.0,0.0,18100,1,0.5063655376434326
JADE,cec2022,1,10,12,300.0,0.0,15210,1,0.4432709217071533
jSO,cec2022,1,10,12,300.0,0.0,30687,1,0.8748269081115723
Spiral-LSHADE,cec2022,1,10,12,300.0,0.0,40000,1,3.1715316772460938
CMAES,cec2022,1,10,12,300.0,0.0,3261,1,0.34030628204345703
SciPyDE,cec2022,1,10,12,301.6340073815118,1.6340073815118217,17700,0,0.8016939163208008
LBFGSB,cec2022,1,10,12,300.0000000000288,2.8819613362429664e-11,132,1,0.004805326461791992
PSO,cec2022,1,10,12,300.00000000000006,5.684341886080802e-14,40050,1,2.9780564308166504
GWO,cec2022,1,10,12,321.27070315084705,21.270703150847055,40050,0,3.972405433654785
GA,cec2022,1,10,12,373.08841295608306,73.08841295608306,40050,0,5.049028396606445
SSA,cec2022,1,10,12,300.0000006753629,6.753629122613347e-07,76050,0,8.042953729629517
NLSHADE-RSP,cec2022,1,10,13,300.00000000000006,5.684341886080802e-14,40002,1,1.2910957336425781
LSHADE,cec2022,1,10,13,300.0,0.0,18850,1,0.7926979064941406
JADE,cec2022,1,10,13,300.0,0.0,11250,1,0.451556921005249
jSO,cec2022,1,10,13,300.0,0.0,31048,1,1.1948161125183105
Spiral-LSHADE,cec2022,1,10,13,300.00000000000006,5.684341886080802e-14,40000,1,3.179753541946411
CMAES,cec2022,1,10,13,300.0,0.0,3451,1,0.4251410961151123
SciPyDE,cec2022,1,10,13,301.44323900860985,1.4432390086098508,13050,0,0.5751290321350098
LBFGSB,cec2022,1,10,13,300.0000002317758,2.3177580033006961e-07,341,0,0.011493206024169922
PSO,cec2022,1,10,13,300.0000000000001,1.1368683772161603e-13,40050,1,2.9240188598632812
GWO,cec2022,1,10,13,300.1911105696014,0.19111056960139194,40050,0,3.4179491996765137
GA,cec2022,1,10,13,351.95018697457795,51.950186974577946,40050,0,5.23766303062439
SSA,cec2022,1,10,13,300.00000874334825,8.74334824629841e-06,76050,0,7.489791393280029
NLSHADE-RSP,cec2022,1,10,14,300.0,0.0,40002,1,1.141214370727539
LSHADE,cec2022,1,10,14,300.0,0.0,20700,1,0.6555821895599365
JADE,cec2022,1,10,14,300.0,0.0,10470,1,0.2903556823730469
jSO,cec2022,1,10,14,300.0,0.0,30824,1,0.956688642501831
Spiral-LSHADE,cec2022,1,10,14,300.0,0.0,40000,1,3.129913091659546
CMAES,cec2022,1,10,14,300.0,0.0,3671,1,0.44504857063293457
SciPyDE,cec2022,1,10,14,301.96767262473287,1.9676726247328702,14100,0,0.5931591987609863
LBFGSB,cec2022,1,10,14,300.00000000002285,2.2851054382044822e-11,396,1,0.012182950973510742
PSO,cec2022,1,10,14,300.00000000000006,5.684341886080802e-14,40050,1,3.058382987976074
GWO,cec2022,1,10,14,300.2166482172148,0.21664821721481076,40050,0,3.6906344890594482
GA,cec2022,1,10,14,435.9008164512055,135.90081645120551,40050,0,5.325421094894409
SSA,cec2022,1,10,14,300.0000577895,5.778949997647942e-05,76050,0,7.6230432987213135
NLSHADE-RSP,cec2022,1,10,15,300.0,0.0,40002,1,1.151900053024292
LSHADE,cec2022,1,10,15,300.0,0.0,17850,1,0.47194743156433105
JADE,cec2022,1,10,15,300.0,0.0,10770,1,0.2880585193634033
jSO,cec2022,1,10,15,300.0,0.0,30733,1,0.9147317409515381
Spiral-LSHADE,cec2022,1,10,15,300.0,0.0,40003,1,3.0499699115753174
CMAES,cec2022,1,10,15,300.0,0.0,3661,1,0.45688390731811523
SciPyDE,cec2022,1,10,15,301.2405533109313,1.2405533109313183,15450,0,0.7291479110717773
LBFGSB,cec2022,1,10,15,300.000000000057,5.701394911739044e-11,429,1,0.020421504974365234
PSO,cec2022,1,10,15,300.00000000000006,5.684341886080802e-14,40050,1,2.9814112186431885
GWO,cec2022,1,10,15,312.30997784228526,12.309977842285264,40050,0,3.2361772060394287
GA,cec2022,1,10,15,303.6667830256531,3.6667830256531033,40050,0,4.918555498123169
SSA,cec2022,1,10,15,300.0000001967268,1.9672677353810286e-07,76050,0,7.777121305465698
NLSHADE-RSP,cec2022,1,10,16,300.0,0.0,40002,1,1.1479380130767822
LSHADE,cec2022,1,10,16,300.0,0.0,18450,1,0.6291491985321045
JADE,cec2022,1,10,16,300.0,0.0,12210,1,0.3510150909423828
jSO,cec2022,1,10,16,300.0,0.0,31136,1,0.9397361278533936
Spiral-LSHADE,cec2022,1,10,16,300.00000000000006,5.684341886080802e-14,40000,1,3.1788642406463623
CMAES,cec2022,1,10,16,300.0,0.0,3681,1,0.4683082103729248
SciPyDE,cec2022,1,10,16,302.22329059851126,2.223290598511255,13800,0,0.6292316913604736
LBFGSB,cec2022,1,10,16,300.0000000012849,1.2848886399297044e-09,385,1,0.012857913970947266
PSO,cec2022,1,10,16,300.00000000000006,5.684341886080802e-14,40050,1,2.9286227226257324
GWO,cec2022,1,10,16,345.1715891472474,45.1715891472474,40050,0,3.601868152618408
GA,cec2022,1,10,16,362.5846649899118,62.5846649899118,40050,0,4.807042360305786
SSA,cec2022,1,10,16,300.0000260572462,2.6057246202526585e-05,76050,0,7.521957159042358
NLSHADE-RSP,cec2022,1,10,17,300.0,0.0,40002,1,1.1006553173065186
LSHADE,cec2022,1,10,17,300.0,0.0,18300,1,0.55898118019104
JADE,cec2022,1,10,17,300.0,0.0,11940,1,0.3176138401031494
jSO,cec2022,1,10,17,300.0,0.0,31267,1,0.8746457099914551
Spiral-LSHADE,cec2022,1,10,17,300.0,0.0,40000,1,2.9448890686035156
CMAES,cec2022,1,10,17,300.0,0.0,3291,1,0.39739298820495605
SciPyDE,cec2022,1,10,17,301.2730522752144,1.273052275214411,16800,0,0.7323484420776367
LBFGSB,cec2022,1,10,17,300.0000000023443,2.3442794372385833e-09,264,1,0.009762287139892578
PSO,cec2022,1,10,17,300.00000000000006,5.684341886080802e-14,40050,1,3.219850540161133
GWO,cec2022,1,10,17,359.3545865442424,59.35458654424241,40050,0,3.403470516204834
GA,cec2022,1,10,17,312.83367407370184,12.833674073701843,40050,0,5.2857677936553955
SSA,cec2022,1,10,17,300.0000033494385,3.349438486566214e-06,76050,0,7.350271940231323
NLSHADE-RSP,cec2022,1,10,18,300.0,0.0,40002,1,1.112694263458252
LSHADE,cec2022,1,10,18,300.0,0.0,20050,1,0.559718132019043
JADE,cec2022,1,10,18,300.0,0.0,12150,1,0.3524291515350342
jSO,cec2022,1,10,18,300.0,0.0,31048,1,0.9516196250915527
Spiral-LSHADE,cec2022,1,10,18,300.0,0.0,40000,1,3.054213285446167
CMAES,cec2022,1,10,18,300.0,0.0,3741,1,0.49201321601867676
SciPyDE,cec2022,1,10,18,302.5706758356794,2.570675835679424,15750,0,0.696671724319458
LBFGSB,cec2022,1,10,18,300.00000000061857,6.185700840433128e-10,396,1,0.013821601867675781
PSO,cec2022,1,10,18,300.00000000000006,5.684341886080802e-14,40050,1,3.0255680084228516
GWO,cec2022,1,10,18,342.5929845188116,42.59298451881159,40050,0,3.753535032272339
GA,cec2022,1,10,18,351.8123581270481,51.81235812704813,40050,0,5.099470615386963
SSA,cec2022,1,10,18,300.0001670156008,0.00016701560082310607,76050,0,7.659091472625732
NLSHADE-RSP,cec2022,1,10,19,300.0,0.0,40002,1,1.283275842666626
LSHADE,cec2022,1,10,19,300.0,0.0,19300,1,0.5526456832885742
JADE,cec2022,1,10,19,300.0,0.0,13470,1,0.44557666778564453
jSO,cec2022,1,10,19,300.0,0.0,31048,1,0.8815839290618896
Spiral-LSHADE,cec2022,1,10,19,300.0,0.0,40000,1,2.9780116081237793
CMAES,cec2022,1,10,19,300.0,0.0,3311,1,0.4523286819458008
SciPyDE,cec2022,1,10,19,301.65988406484627,1.659884064846267,16800,0,0.7703373432159424
LBFGSB,cec2022,1,10,19,300.00000000000364,3.637978807091713e-12,385,1,0.018535137176513672
PSO,cec2022,1,10,19,300.0,0.0,40050,1,3.036548614501953
GWO,cec2022,1,10,19,300.9991694033153,0.9991694033153067,40050,0,3.5653131008148193
GA,cec2022,1,10,19,312.07116830998376,12.071168309983761,40050,0,5.243792533874512
SSA,cec2022,1,10,19,300.00000000437575,4.37574954048614e-09,76050,1,7.81009578704834
NLSHADE-RSP,cec2022,1,10,20,300.0,0.0,40002,1,1.0784862041473389
LSHADE,cec2022,1,10,20,300.0,0.0,19800,1,0.5811114311218262
JADE,cec2022,1,10,20,300.0,0.0,13200,1,0.36434149742126465
jSO,cec2022,1,10,20,300.0,0.0,30687,1,0.9247965812683105
Spiral-LSHADE,cec2022,1,10,20,300.0,0.0,40000,1,2.93420672416687
CMAES,cec2022,1,10,20,300.0,0.0,3051,1,0.30513930320739746
SciPyDE,cec2022,1,10,20,301.1560997058326,1.1560997058326166,16350,0,0.706723690032959
LBFGSB,cec2022,1,10,20,300.0000000048758,4.875801096204668e-09,396,1,0.01265096664428711
PSO,cec2022,1,10,20,300.0,0.0,40050,1,2.816725254058838
GWO,cec2022,1,10,20,300.0859944513668,0.08599445136678696,40050,0,3.3230550289154053
GA,cec2022,1,10,20,497.6361726137417,197.63617261374168,40050,0,4.7967658042907715
SSA,cec2022,1,10,20,300.0000401349927,4.0134992673301895e-05,76050,0,7.097077369689941
NLSHADE-RSP,cec2022,1,10,21,300.0,0.0,40002,1,1.0613579750061035
LSHADE,cec2022,1,10,21,300.0,0.0,19000,1,0.5260939598083496
JADE,cec2022,1,10,21,300.0,0.0,12090,1,0.35114526748657227
jSO,cec2022,1,10,21,300.0,0.0,30779,1,0.8609194755554199
Spiral-LSHADE,cec2022,1,10,21,300.0,0.0,40000,1,2.77023983001709
CMAES,cec2022,1,10,21,300.0,0.0,3691,1,0.4396817684173584
SciPyDE,cec2022,1,10,21,301.21592282151795,1.2159228215179496,15300,0,0.6209397315979004
LBFGSB,cec2022,1,10,21,300.0000000003514,3.5140601539751515e-10,363,1,0.011650562286376953
PSO,cec2022,1,10,21,300.00000000000006,5.684341886080802e-14,40050,1,2.942775249481201
GWO,cec2022,1,10,21,376.24234876802166,76.24234876802166,40050,0,3.005378007888794
GA,cec2022,1,10,21,326.44871554748,26.448715547479992,40050,0,4.658434152603149
SSA,cec2022,1,10,21,300.00000000048,4.799858288606629e-10,76050,1,7.047553300857544
NLSHADE-RSP,cec2022,1,10,22,300.0,0.0,40002,1,1.058509349822998
LSHADE,cec2022,1,10,22,300.0,0.0,20400,1,0.5708050727844238
JADE,cec2022,1,10,22,300.0,0.0,12360,1,0.3445580005645752
jSO,cec2022,1,10,22,300.0,0.0,30824,1,0.8920996189117432
Spiral-LSHADE,cec2022,1,10,22,300.0,0.0,40000,1,2.922628164291382
CMAES,cec2022,1,10,22,300.0,0.0,3141,1,0.3746676445007324
SciPyDE,cec2022,1,10,22,301.9112086444093,1.911208644409328,16950,0,0.7117788791656494
LBFGSB,cec2022,1,10,22,300.0000000001119,1.1192469173693098e-10,352,1,0.011345386505126953
PSO,cec2022,1,10,22,300.00000000000006,5.684341886080802e-14,40050,1,2.6886379718780518
GWO,cec2022,1,10,22,322.07520610587864,22.075206105878635,40050,0,4.082638263702393
GA,cec2022,1,10,22,370.1168204914212,70.11682049142121,40050,0,5.280731201171875
SSA,cec2022,1,10,22,300.00000089601997,8.960199693319737e-07,76050,0,6.905193090438843
NLSHADE-RSP,cec2022,1,10,23,300.0,0.0,40002,1,1.0197994709014893
LSHADE,cec2022,1,10,23,300.0,0.0,20100,1,0.5343530178070068
JADE,cec2022,1,10,23,300.0,0.0,12360,1,0.3286893367767334
jSO,cec2022,1,10,23,300.0,0.0,30595,1,0.8492157459259033
Spiral-LSHADE,cec2022,1,10,23,300.00000000000006,5.684341886080802e-14,40003,1,2.8522677421569824
CMAES,cec2022,1,10,23,300.00000000000006,5.684341886080802e-14,3651,1,0.4276282787322998
SciPyDE,cec2022,1,10,23,301.8038284774162,1.8038284774161752,17400,0,0.7388114929199219
LBFGSB,cec2022,1,10,23,300.0000000693791,6.9379098022182e-08,286,0,0.008820056915283203
PSO,cec2022,1,10,23,300.00000000000006,5.684341886080802e-14,40050,1,2.8611674308776855
GWO,cec2022,1,10,23,306.47241099442607,6.47241099442607,40050,0,3.53671932220459
GA,cec2022,1,10,23,300.46000714594686,0.4600071459468609,40050,0,4.978515386581421
SSA,cec2022,1,10,23,300.0000000134357,1.3435681012197165e-08,76050,0,7.580284595489502
NLSHADE-RSP,cec2022,1,10,24,300.0,0.0,40002,1,1.0641207695007324
LSHADE,cec2022,1,10,24,300.0,0.0,19450,1,0.5482196807861328
JADE,cec2022,1,10,24,300.0,0.0,12870,1,0.3426699638366699
jSO,cec2022,1,10,24,300.0,0.0,30824,1,0.868948221206665
Spiral-LSHADE,cec2022,1,10,24,300.0,0.0,40000,1,2.853788375854492
CMAES,cec2022,1,10,24,300.0,0.0,3321,1,0.41243863105773926
SciPyDE,cec2022,1,10,24,302.5446240531117,2.544624053111704,15150,0,0.6980545520782471
LBFGSB,cec2022,1,10,24,300.0000000060684,6.0683760239044204e-09,429,1,0.015188217163085938
PSO,cec2022,1,10,24,300.00000000000006,5.684341886080802e-14,40050,1,3.0537126064300537
GWO,cec2022,1,10,24,300.11331790087473,0.11331790087473337,40050,0,3.5846939086914062
GA,cec2022,1,10,24,302.9001032317519,2.9001032317519275,40050,0,5.125650882720947
SSA,cec2022,1,10,24,300.0000002200338,2.2003382582624909e-07,76050,0,7.771764755249023
NLSHADE-RSP,cec2022,1,10,25,300.0,0.0,40002,1,1.1222004890441895
LSHADE,cec2022,1,10,25,300.0,0.0,18800,1,0.5423831939697266
JADE,cec2022,1,10,25,300.0,0.0,18420,1,0.4978635311126709
jSO,cec2022,1,10,25,300.0,0.0,31048,1,0.8754434585571289
Spiral-LSHADE,cec2022,1,10,25,300.0,0.0,40000,1,2.946597099304199
CMAES,cec2022,1,10,25,300.00000000000006,5.684341886080802e-14,3331,1,0.3739304542541504
SciPyDE,cec2022,1,10,25,302.1158430475256,2.1158430475255727,17700,0,0.7530312538146973
LBFGSB,cec2022,1,10,25,9478.612640338186,9178.612640338186,308,0,0.012125492095947266
PSO,cec2022,1,10,25,300.0000000000001,1.1368683772161603e-13,40050,1,3.1059603691101074
GWO,cec2022,1,10,25,375.69422223564436,75.69422223564436,40050,0,3.536020040512085
GA,cec2022,1,10,25,302.308273139466,2.308273139465996,40050,0,5.220675230026245
SSA,cec2022,1,10,25,300.0013130782356,0.0013130782356256532,76050,0,8.016572713851929
NLSHADE-RSP,cec2022,1,10,26,300.0,0.0,40002,1,1.2470550537109375
LSHADE,cec2022,1,10,26,300.0,0.0,20900,1,0.7229125499725342
JADE,cec2022,1,10,26,300.0,0.0,15120,1,0.4461665153503418
jSO,cec2022,1,10,26,300.0,0.0,30824,1,0.9574587345123291
Spiral-LSHADE,cec2022,1,10,26,300.0,0.0,40000,1,3.1895596981048584
CMAES,cec2022,1,10,26,300.00000000000006,5.684341886080802e-14,3161,1,0.4120025634765625
SciPyDE,cec2022,1,10,26,302.014235579697,2.014235579697015,15150,0,0.7136256694793701
LBFGSB,cec2022,1,10,26,300.00000000329936,3.2993625609378796e-09,429,1,0.015417337417602539
PSO,cec2022,1,10,26,300.00000000000006,5.684341886080802e-14,40050,1,3.0580599308013916
