alg,suite,fid,dim,ERT,succ,runs,best_err,mean_err
LBFGSB,cec2014,14,10,nan,0,30,0.3071538509923357,0.5000085069826962
LBFGSB,cec2014,15,10,nan,0,30,5.1888245601833205,5046336.423092515
LBFGSB,cec2014,16,10,nan,0,30,4.077665979952371,4.67846937509214
LBFGSB,cec2014,17,10,nan,0,30,16.91542733309211,445253932.7468621
LBFGSB,cec2014,18,10,nan,0,30,66.26575910877432,2236191945.1384163
LBFGSB,cec2014,19,10,nan,0,30,11.636241039589095,4460826699.560675
LBFGSB,cec2014,20,10,nan,0,30,319.7495749261757,5.169137672673515e+16
LBFGSB,cec2014,21,10,nan,0,30,6.588707852532025,1506688187.8979585
LBFGSB,cec2014,22,10,nan,0,30,56.766386475870604,1.1865377919417366e+17
LBFGSB,cec2014,23,10,nan,0,30,236.83046106888332,247.99762285271817
LBFGSB,cec2014,24,10,nan,0,30,162.74236347889246,265.46855142014516
LBFGSB,cec2014,25,10,nan,0,30,200.43163913790522,210.10577414743474
LBFGSB,cec2014,26,10,nan,0,30,100.09019093035795,262.7729424488117
LBFGSB,cec2014,27,10,nan,0,30,408.24996408040624,1341.1315839892852
LBFGSB,cec2014,28,10,nan,0,30,668.0025884531274,2018.2834934953746
LBFGSB,cec2014,29,10,nan,0,30,4499880.29562968,7565273.231425854
LBFGSB,cec2014,30,10,nan,0,30,2677.8844088781407,43908.299926513915
LSHADE,cec2014,1,10,39773.333333333336,30,30,0.0,3.0856502538275283e-12
LSHADE,cec2014,2,10,34845.0,30,30,0.0,3.789561257387201e-15
LSHADE,cec2014,3,10,31161.666666666668,30,30,0.0,0.0
LSHADE,cec2014,4,10,1191250.0,1,30,0.0,33.620936600370364
LSHADE,cec2014,5,10,nan,0,30,6.3504173437185045,18.793758905924904
LSHADE,cec2014,6,10,235380.0,5,30,0.0,0.46990354540134455
LSHADE,cec2014,7,10,1198500.0,1,30,0.0,0.004086026208669106
LSHADE,cec2014,8,10,29298.333333333332,30,30,0.0,0.0
LSHADE,cec2014,9,10,nan,0,30,1.1691329876852024,4.045926178834323
LSHADE,cec2014,10,10,92288.46153846153,13,30,9.094947017729282e-13,0.04579992426476262
LSHADE,cec2014,11,10,nan,0,30,16.63804291157976,199.9639535315569
LSHADE,cec2014,12,10,nan,0,30,0.16218740842100487,0.28253916837308374
LSHADE,cec2014,13,10,nan,0,30,0.0662686587859298,0.12632407643472257
LSHADE,cec2014,14,10,nan,0,30,0.10695117169552759,0.18189611987365878
LSHADE,cec2014,15,10,nan,0,30,0.43509284564538575,0.6244337075569244
LSHADE,cec2014,16,10,nan,0,30,1.2349154567757523,2.075557771153876
LSHADE,cec2014,17,10,400050.0,3,30,5.1159076974727213e-11,163.43205974624485
LSHADE,cec2014,18,10,nan,0,30,0.16187300218098244,1.0281823513176656
LSHADE,cec2014,19,10,nan,0,30,0.4091536874150279,2.3269316656710997
LSHADE,cec2014,20,10,nan,0,30,0.13957280711883868,0.9989952329650653
LSHADE,cec2014,21,10,nan,0,30,0.32368462161502976,2.2418263768754665
LSHADE,cec2014,22,10,nan,0,30,2.006082078343752,37.7356915410948
LSHADE,cec2014,23,10,nan,0,30,236.83046069909415,242.04844911485907
LSHADE,cec2014,24,10,nan,0,30,105.97650892600132,109.93848180001126
LSHADE,cec2014,25,10,nan,0,30,156.45723600397196,198.94554531378938
LSHADE,cec2014,26,10,nan,0,30,100.06101589753735,100.1241428400121
LSHADE,cec2014,27,10,nan,0,30,2.934263791628382,289.7134246990037
LSHADE,cec2014,28,10,nan,0,30,356.82687929708663,406.26184817539564
LSHADE,cec2014,29,10,nan,0,30,4499877.191111636,5154093.7571691265
LSHADE,cec2014,30,10,nan,0,30,1722.6028202254984,17340.787447857954
GA,cec2014,1,10,nan,0,30,70013.27854319573,6313379.82423513
GA,cec2014,2,10,nan,0,30,75275.46655571702,395061.0458657066
GA,cec2014,3,10,nan,0,30,22.338556303614496,8980.95506753079
GA,cec2014,4,10,nan,0,30,0.15037447538117021,21.13318516392963
GA,cec2014,5,10,nan,0,30,20.02384573885979,20.059495955790517
GA,cec2014,6,10,nan,0,30,1.5544083005153198,3.9085621928442
GA,cec2014,7,10,nan,0,30,0.2524366506845581,0.6731107540648471
GA,cec2014,8,10,nan,0,30,0.02588061929293417,0.14559103654291145
GA,cec2014,9,10,nan,0,30,2.47745887949975,13.850582922843811
GA,cec2014,10,10,nan,0,30,0.4278940842614247,1.250191445752292
GA,cec2014,11,10,nan,0,30,146.36424682047073,588.0822937282738
GA,cec2014,12,10,nan,0,30,0.13269041383910007,0.31151368890311154
GA,cec2014,13,10,nan,0,30,0.23149102457909976,0.4849348376590494
GA,cec2014,14,10,nan,0,30,0.12508951887025432,0.450810068341904
GA,cec2014,15,10,nan,0,30,1.0189769133096434,2.807653034735525
GA,cec2014,16,10,nan,0,30,1.8451247705800142,2.645555312569142
GA,cec2014,17,10,nan,0,30,2191.6238827783377,9467.212875206258
GA,cec2014,18,10,nan,0,30,924.7552380171924,17917.17259303107
GA,cec2014,19,10,nan,0,30,6.683331589445288,55.34987976883813
GA,cec2014,20,10,nan,0,30,939.6480419796458,17122.70172386964
GA,cec2014,21,10,nan,0,30,26.012298731878673,13620.576304007292
GA,cec2014,22,10,nan,0,30,23.224161833880316,149.84814022441063
GA,cec2014,23,10,nan,0,30,204.09452352511744,238.87697294203366
GA,cec2014,24,10,nan,0,30,111.43654623080738,125.17777862997973
GA,cec2014,25,10,nan,0,30,155.04723855243628,200.21482642417365
GA,cec2014,26,10,nan,0,30,100.31000741296839,100.50600045690297
GA,cec2014,27,10,nan,0,30,7.732590417209394,373.4959253989535
GA,cec2014,28,10,nan,0,30,377.93575095416145,509.28462378627574
GA,cec2014,29,10,nan,0,30,4549203.505898542,5150130.229076313
GA,cec2014,30,10,nan,0,30,5658.396805846867,1035363.6046763975
NLSHADE-RSP,cec2014,1,10,nan,0,30,1.1280172617096724,318.4941730629007
NLSHADE-RSP,cec2014,2,10,52175.913043478264,23,30,2.842170943040401e-14,3.424148644626257e-08
NLSHADE-RSP,cec2014,3,10,52175.913043478264,23,30,1.9326762412674725e-12,1.9508901990169155e-08
NLSHADE-RSP,cec2014,4,10,nan,0,30,3.884497346007265e-08,0.14481437064748473
NLSHADE-RSP,cec2014,5,10,nan,0,30,2.316848924416661,18.465686586805695
NLSHADE-RSP,cec2014,6,10,nan,0,30,0.0006374476663495443,0.11468726581916826
NLSHADE-RSP,cec2014,7,10,200002.0,6,30,1.1368683772161603e-13,0.016818954663760148
NLSHADE-RSP,cec2014,8,10,40002.0,30,30,0.0,0.0
NLSHADE-RSP,cec2014,9,10,nan,0,30,1.9899181141868212,5.6149942973410365
NLSHADE-RSP,cec2014,10,10,171430.57142857142,7,30,9.094947017729282e-13,0.06667010378572134
NLSHADE-RSP,cec2014,11,10,nan,0,30,9.98021645283552,176.79098910793223
NLSHADE-RSP,cec2014,12,10,nan,0,30,0.0736444862263852,0.1914919729089282
NLSHADE-RSP,cec2014,13,10,nan,0,30,0.03012633288813049,0.09467870947744358
NLSHADE-RSP,cec2014,14,10,nan,0,30,0.06629599472648806,0.14753634567888033
NLSHADE-RSP,cec2014,15,10,nan,0,30,0.35208469755593796,0.7881616671498402
NLSHADE-RSP,cec2014,16,10,nan,0,30,0.9134596566382243,1.984416577467535
NLSHADE-RSP,cec2014,17,10,nan,0,30,4.831136552538965,154.46691869486114
NLSHADE-RSP,cec2014,18,10,nan,0,30,0.4907320209242698,1.9279546113498252
NLSHADE-RSP,cec2014,19,10,nan,0,30,1.3662860836291202,2.7901914775605747
NLSHADE-RSP,cec2014,20,10,nan,0,30,0.2371535387167114,4.19352812120247
NLSHADE-RSP,cec2014,21,10,nan,0,30,0.6373699493460663,2.0123064714614127
NLSHADE-RSP,cec2014,22,10,nan,0,30,0.345914648688904,9.465542837458754
NLSHADE-RSP,cec2014,23,10,92309.69230769231,13,30,9.094947017729282e-13,134.267592573386
NLSHADE-RSP,cec2014,24,10,nan,0,30,106.19510924064662,110.80522734912388
NLSHADE-RSP,cec2014,25,10,nan,0,30,135.12451963900548,142.4030522285478
NLSHADE-RSP,cec2014,26,10,nan,0,30,100.03165332250683,100.10460372133593
NLSHADE-RSP,cec2014,27,10,nan,0,30,2.8269792797573245,4.929997630145499
NLSHADE-RSP,cec2014,28,10,nan,0,30,100.9207263860153,364.2586213718046
NLSHADE-RSP,cec2014,29,10,nan,0,30,4499877.191111637,4499877.199432803
NLSHADE-RSP,cec2014,30,10,nan,0,30,1782.6617842918777,2591.8250590189086
PSO,cec2014,1,10,nan,0,30,2351.4547031951474,40461.1371836191
PSO,cec2014,2,10,nan,0,30,0.15825200023792263,1533.6359042066904
PSO,cec2014,3,10,nan,0,30,1.877572867904405,767.8348145280441
PSO,cec2014,4,10,nan,0,30,0.00098614572294764,21.19159634121378
PSO,cec2014,5,10,nan,0,30,20.000134404578375,20.33077527208935
PSO,cec2014,6,10,nan,0,30,1.2690106626561146,3.9780783386532295
PSO,cec2014,7,10,nan,0,30,0.07386940216542826,0.2922144261352893
PSO,cec2014,8,10,nan,0,30,5.969754342559895,19.766466046958556
PSO,cec2014,9,10,nan,0,30,7.959667418927324,25.172397653568243
PSO,cec2014,10,10,nan,0,30,6.7674669343459755,170.9121174525997
PSO,cec2014,11,10,nan,0,30,125.39316487189944,521.0174115855284
PSO,cec2014,12,10,nan,0,30,0.0456362600018565,0.207512059981597
PSO,cec2014,13,10,nan,0,30,0.11815088974822174,0.41402991047859816
PSO,cec2014,14,10,nan,0,30,0.12467463601547024,0.3788192153596052
PSO,cec2014,15,10,nan,0,30,0.8457731534085724,2.4061115380168228
PSO,cec2014,16,10,nan,0,30,1.759691546091517,2.7997425833076552
PSO,cec2014,17,10,nan,0,30,115.38085913214286,4065.643200165698
PSO,cec2014,18,10,nan,0,30,5.459932223090618,698.8548656753569
PSO,cec2014,19,10,nan,0,30,1.9143702669573486,17.820291604787794
PSO,cec2014,20,10,nan,0,30,1257.0279686757117,10363.987465050095
PSO,cec2014,21,10,nan,0,30,4.724078038092102,107.0938257371243
PSO,cec2014,22,10,nan,0,30,20.24882959247816,135.9463171459392
PSO,cec2014,23,10,nan,0,30,236.8304606990946,241.6885878448066
PSO,cec2014,24,10,nan,0,30,120.44375287972844,137.138848719922
PSO,cec2014,25,10,nan,0,30,155.09947852197456,198.1804737017237
PSO,cec2014,26,10,nan,0,30,100.19000230771371,100.4096691549428
PSO,cec2014,27,10,nan,0,30,4.243786622094831,383.9122209283037
PSO,cec2014,28,10,nan,0,30,371.1286986647233,519.0284379570845
PSO,cec2014,29,10,nan,0,30,4512341.298701859,5303622.511276113
PSO,cec2014,30,10,nan,0,30,2158.1693372302907,67987.42100052687
Spiral-LSHADE,cec2014,1,10,40000.26666666667,30,30,2.842170943040401e-14,6.458833468059311e-12
Spiral-LSHADE,cec2014,2,10,40000.5,30,30,0.0,1.8947806286936005e-15
Spiral-LSHADE,cec2014,3,10,40000.1,30,30,0.0,5.684341886080802e-15
Spiral-LSHADE,cec2014,4,10,300000.0,4,30,0.0,29.128079616580088
Spiral-LSHADE,cec2014,5,10,nan,0,30,15.0136710783637,19.605326320987842
Spiral-LSHADE,cec2014,6,10,nan,0,30,0.0016160833343974446,0.3655915154830306
Spiral-LSHADE,cec2014,7,10,46153.846153846156,26,30,0.0,0.002133251225817882
Spiral-LSHADE,cec2014,8,10,nan,0,30,0.9949590570932969,3.382860626996914
Spiral-LSHADE,cec2014,9,10,nan,0,30,2.9848771712798907,5.844990434326697
Spiral-LSHADE,cec2014,10,10,nan,0,30,3.852141774964366,47.445982415548784
Spiral-LSHADE,cec2014,11,10,nan,0,30,17.012348997436675,277.87872460046333
Spiral-LSHADE,cec2014,12,10,nan,0,30,0.015035076724188912,0.2312063746500826
Spiral-LSHADE,cec2014,13,10,nan,0,30,0.03567848187208256,0.09311962130605025
Spiral-LSHADE,cec2014,14,10,nan,0,30,0.040085660190015915,0.14784306116487186
Spiral-LSHADE,cec2014,15,10,nan,0,30,0.38087312857442157,0.744702023702636
Spiral-LSHADE,cec2014,16,10,nan,0,30,1.3349094077786958,2.5389594046265
Spiral-LSHADE,cec2014,17,10,nan,0,30,0.0005763805795595545,0.10491432386450773
Spiral-LSHADE,cec2014,18,10,nan,0,30,0.050381122962562586,0.5062683319573125
Spiral-LSHADE,cec2014,19,10,nan,0,30,1.7583129250404,2.47957816759465
Spiral-LSHADE,cec2014,20,10,nan,0,30,0.5315465759560993,1.0348909469452034
Spiral-LSHADE,cec2014,21,10,nan,0,30,0.5213270689268938,0.9925925881557153
Spiral-LSHADE,cec2014,22,10,nan,0,30,8.39302956563597,22.69687916325479
Spiral-LSHADE,cec2014,23,10,nan,0,30,242.22837974988533,242.22837974988542
Spiral-LSHADE,cec2014,24,10,nan,0,30,103.68395277823265,111.57652200159266
Spiral-LSHADE,cec2014,25,10,nan,0,30,143.64545012222288,194.30212374391388
Spiral-LSHADE,cec2014,26,10,nan,0,30,100.02492059627002,100.08969742781169
Spiral-LSHADE,cec2014,27,10,nan,0,30,3.018370232763573,70.6296231871811
Spiral-LSHADE,cec2014,28,10,nan,0,30,356.826880495606,363.5351862218959
Spiral-LSHADE,cec2014,29,10,nan,0,30,4499877.1911116615,4743224.404890546
Spiral-LSHADE,cec2014,30,10,nan,0,30,1729.6575723912247,2922.5514795891495
SSA,cec2014,1,10,nan,0,30,3041.550120190373,20491619.818746567
SSA,cec2014,2,10,nan,0,30,42.75544625509616,3697658.2050030264
SSA,cec2014,3,10,nan,0,30,871.6788998385914,7252.051184952009
SSA,cec2014,4,10,nan,0,30,0.05967817253940666,152.68510368909565
SSA,cec2014,5,10,nan,0,30,19.99839195316099,19.99986251490243
SSA,cec2014,6,10,nan,0,30,5.766376971530917,10.022374242131274
SSA,cec2014,7,10,nan,0,30,1.5031598977034264,8.79032128367207
SSA,cec2014,8,10,nan,0,30,8.954626476026874,35.32090394586779
SSA,cec2014,9,10,nan,0,30,15.91933483786363,40.293604080069116
SSA,cec2014,10,10,nan,0,30,680.2500359657392,1187.9146874972773
SSA,cec2014,11,10,nan,0,30,442.8391170804689,1210.5044705352452
SSA,cec2014,12,10,nan,0,30,0.3121221239100578,1.0049696665693166
SSA,cec2014,13,10,nan,0,30,0.1921143854069669,0.5562776217348149
SSA,cec2014,14,10,nan,0,30,0.13311850446530116,0.4574638546764618
SSA,cec2014,15,10,nan,0,30,4.661693571450314,104.45727470188449
SSA,cec2014,16,10,nan,0,30,2.592562123932794,3.4682109217776165
SSA,cec2014,17,10,nan,0,30,765.0986600143247,49571.47658375995
SSA,cec2014,18,10,nan,0,30,410.27643069273654,10292.481649585909
SSA,cec2014,19,10,nan,0,30,6.919761767110003,5923.718817645579
SSA,cec2014,20,10,nan,0,30,3852.0902619841036,1000215093.4191108
SSA,cec2014,21,10,nan,0,30,21.337042696492063,144133.01932201657
SSA,cec2014,22,10,nan,0,30,43.92271874538346,162185.35385087796
SSA,cec2014,23,10,nan,0,30,200.0000000000241,200.00000000028012
SSA,cec2014,24,10,nan,0,30,118.4091171098271,195.73826164899023
SSA,cec2014,25,10,nan,0,30,200.00000000001683,200.00000000021603
SSA,cec2014,26,10,nan,0,30,100.32895527192431,103.97878097632088
SSA,cec2014,27,10,nan,0,30,200.00000000003365,200.0000000004456
SSA,cec2014,28,10,nan,0,30,200.00000000009004,200.00000000079464
SSA,cec2014,29,10,nan,0,30,200.00000000035652,200.0000095570726
SSA,cec2014,30,10,nan,0,30,200.0030316859643,200.3895041463329
SciPyDE,cec2014,1,10,nan,0,30,1280.0310292296679,5178.211832046727
SciPyDE,cec2014,2,10,nan,0,30,0.5883720284949163,0.9933915702610572
SciPyDE,cec2014,3,10,nan,0,30,0.39959045194217424,1.5078735840011102
SciPyDE,cec2014,4,10,nan,0,30,0.9971511598046732,24.731527775562217
SciPyDE,cec2014,5,10,nan,0,30,20.547233840339118,20.86356352985828
SciPyDE,cec2014,6,10,nan,0,30,8.76326129504423,12.026440340053155
SciPyDE,cec2014,7,10,nan,0,30,2.36002595199227,4.880544667518105
SciPyDE,cec2014,8,10,nan,0,30,9.384567465280384,19.94111880614381
SciPyDE,cec2014,9,10,nan,0,30,20.571342073289202,34.513679256319755
SciPyDE,cec2014,10,10,nan,0,30,27.54589695582854,365.61650447567456
SciPyDE,cec2014,11,10,nan,0,30,955.0692399692393,1223.4302009025112
SciPyDE,cec2014,12,10,nan,0,30,2.192858727835983,3.2496214896851447
SciPyDE,cec2014,13,10,nan,0,30,2.703124256252295,3.8579085897268746
SciPyDE,cec2014,14,10,nan,0,30,2.226550870235087,6.4802584612528715
SciPyDE,cec2014,15,10,nan,0,30,4.205443092513633,6.301958038968079
SciPyDE,cec2014,16,10,nan,0,30,3.816013241158089,4.295150991889818
SciPyDE,cec2014,17,10,nan,0,30,119.11103233233553,600.0634727475094
SciPyDE,cec2014,18,10,nan,0,30,17.564153531592865,29.637270413444913
SciPyDE,cec2014,19,10,nan,0,30,3.1523579735476233,6.669306604680234
SciPyDE,cec2014,20,10,nan,0,30,23.94237684005975,91.24297630895894
SciPyDE,cec2014,21,10,nan,0,30,5.8525315027141005,19.94224156519008
SciPyDE,cec2014,22,10,nan,0,30,26.27442482517199,138.75062625726488
SciPyDE,cec2014,23,10,nan,0,30,253.99829297254428,261.27168403684277
SciPyDE,cec2014,24,10,nan,0,30,166.720213418183,188.47616471292713
SciPyDE,cec2014,25,10,nan,0,30,202.03837365098798,206.54185534315195
SciPyDE,cec2014,26,10,nan,0,30,100.97466240625772,101.6412206547762
SciPyDE,cec2014,27,10,nan,0,30,5.786030945633229,328.8417712356713
SciPyDE,cec2014,28,10,nan,0,30,389.9016057463946,478.60775639184914
SciPyDE,cec2014,29,10,nan,0,30,4533286.206839556,5122635.246698413
SciPyDE,cec2014,30,10,nan,0,30,3205.7989655616657,12510.109757259477
jSO,cec2014,1,10,40687.58620689655,29,30,9.947598300641403e-14,7.393988236496322e-10
jSO,cec2014,2,10,36493.03333333333,30,30,0.0,2.842170943040401e-14
jSO,cec2014,3,10,34595.933333333334,30,30,0.0,1.7053025658242404e-14
jSO,cec2014,4,10,237342.8,5,30,0.0,28.983566034802184
jSO,cec2014,5,10,nan,0,30,1.265537662220595e-06,18.845478823603468
jSO,cec2014,6,10,44343.346153846156,26,30,0.0,8.373529571296482e-06
jSO,cec2014,7,10,54743.76190476191,21,30,0.0,0.0028748982725498233
jSO,cec2014,8,10,53985.72727272727,22,30,1.1368683772161603e-13,0.23215732469555708
jSO,cec2014,9,10,nan,0,30,0.9949590575181446,2.856638551541293
jSO,cec2014,10,10,nan,0,30,0.2876688726237262,2.1209450421630813
jSO,cec2014,11,10,nan,0,30,3.694818240105633,105.9953865447795
jSO,cec2014,12,10,nan,0,30,0.25310610627502683,0.9067584367654036
jSO,cec2014,13,10,nan,0,30,0.056691154676627775,0.11620732427069622
jSO,cec2014,14,10,nan,0,30,0.10393975768784003,0.182487794231785
jSO,cec2014,15,10,nan,0,30,0.3368789348971859,0.6253028173995971
jSO,cec2014,16,10,nan,0,30,0.7134293363410507,1.9116167628081484
jSO,cec2014,17,10,1200166.0,1,30,1.6414105630246922e-09,0.11376863585513396
jSO,cec2014,18,10,nan,0,30,0.13056364873432358,0.4926901573089632
jSO,cec2014,19,10,nan,0,30,1.9360025627574942,2.528627571485974
jSO,cec2014,20,10,nan,0,30,0.19683326995641437,0.568347273961884
jSO,cec2014,21,10,nan,0,30,0.16619008469479013,0.5269699271954777
jSO,cec2014,22,10,nan,0,30,2.033724158854966,19.127033132722104
jSO,cec2014,23,10,nan,0,30,236.83046069909415,241.86851847983266
jSO,cec2014,24,10,nan,0,30,100.00000000303544,104.95265708523289
jSO,cec2014,25,10,nan,0,30,153.27239780997525,195.57756610170006
jSO,cec2014,26,10,nan,0,30,100.0610782762792,100.11781118814552
jSO,cec2014,27,10,nan,0,30,1.8634116812017965,214.83350416034986
