alg,suite,fid,dim,run,fbest,err,nfe,hit,time_sec
NLSHADE-RSP,cec2014,1,10,0,819.9649143316313,719.9649143316313,40002,0,0.9104328155517578
LSHADE,cec2014,1,10,0,100.00000000000085,8.526512829121202e-13,40050,1,0.9674615859985352
JADE,cec2014,1,10,0,100.00000000070106,7.010640956650604e-10,40050,1,0.94620680809021
jSO,cec2014,1,10,0,100.00000000050078,5.007763093090034e-10,40094,1,0.9868488311767578
Spiral-LSHADE,cec2014,1,10,0,100.00000000001903,1.9028334463655483e-11,40000,1,2.4673380851745605
CMAES,cec2014,1,10,0,100.00000000000001,1.4210854715202004e-14,5571,1,0.5619981288909912
SciPyDE,cec2014,1,10,0,7511.829706944874,7411.829706944874,40050,0,1.5503919124603271
LBFGSB,cec2014,1,10,0,1531.2950341641865,1431.2950341641865,2266,0,0.06553769111633301
PSO,cec2014,1,10,0,55001.81400218467,54901.81400218467,40050,0,2.672755241394043
GWO,cec2014,1,10,0,689202.2971431907,689102.2971431907,40050,0,2.860015630722046
GA,cec2014,1,10,0,4965866.309154742,4965766.309154742,40050,0,4.226200103759766
SSA,cec2014,1,10,0,44088332.780165255,44088232.780165255,76050,0,8.196451187133789
NLSHADE-RSP,cec2014,1,10,1,362.6891616483783,262.6891616483783,40002,0,1.0669503211975098
LSHADE,cec2014,1,10,1,100.00000000001191,1.1908696251339279e-11,40050,1,1.0826849937438965
JADE,cec2014,1,10,1,100.00000001546753,1.5467534808522032e-08,40050,0,1.0488975048065186
jSO,cec2014,1,10,1,100.00000000000732,7.318590178329032e-12,39207,1,1.077317714691162
Spiral-LSHADE,cec2014,1,10,1,100.00000000003716,3.716138508025324e-11,40000,1,3.0063531398773193
CMAES,cec2014,1,10,1,100.00000000000001,1.4210854715202004e-14,11271,1,1.4158008098602295
SciPyDE,cec2014,1,10,1,3594.0824821136466,3494.0824821136466,40050,0,1.6511435508728027
LBFGSB,cec2014,1,10,1,2537.4940009754073,2437.4940009754073,2420,0,0.06949925422668457
PSO,cec2014,1,10,1,38059.81193319837,37959.81193319837,40050,0,2.571023941040039
GWO,cec2014,1,10,1,230024.21241040668,229924.21241040668,40050,0,3.113739490509033
GA,cec2014,1,10,1,2257038.785343465,2256938.785343465,40050,0,4.949974060058594
SSA,cec2014,1,10,1,35094656.75615104,35094556.75615104,76050,0,6.589070558547974
NLSHADE-RSP,cec2014,1,10,2,239.4778978138798,139.4778978138798,40002,0,1.0282342433929443
LSHADE,cec2014,1,10,2,100.0,0.0,38600,1,1.0602753162384033
JADE,cec2014,1,10,2,100.00000000002039,2.0392576516314875e-11,40050,1,1.0548946857452393
jSO,cec2014,1,10,2,100.00000000000315,3.154809746774845e-12,38304,1,1.0476508140563965
Spiral-LSHADE,cec2014,1,10,2,100.00000000000675,6.750155989720952e-12,40000,1,2.7841780185699463
CMAES,cec2014,1,10,2,100.00000000000001,1.4210854715202004e-14,7011,1,0.7803435325622559
SciPyDE,cec2014,1,10,2,1622.3459662268745,1522.3459662268745,40050,0,1.6288776397705078
LBFGSB,cec2014,1,10,2,100.00016128485632,0.00016128485631838885,5126,0,0.17572617530822754
PSO,cec2014,1,10,2,27949.046306270015,27849.046306270015,40050,0,2.7323691844940186
GWO,cec2014,1,10,2,2289994.833897225,2289894.833897225,40050,0,3.1981067657470703
GA,cec2014,1,10,2,270690.2696529034,270590.2696529034,40050,0,5.209648609161377
SSA,cec2014,1,10,2,10489170.33287201,10489070.33287201,76050,0,6.699418783187866
NLSHADE-RSP,cec2014,1,10,3,281.891472126768,181.891472126768,40002,0,1.005373239517212
LSHADE,cec2014,1,10,3,100.00000000000021,2.1316282072803006e-13,40050,1,1.073688268661499
JADE,cec2014,1,10,3,100.00016202735182,0.00016202735181991557,40050,0,1.0389232635498047
jSO,cec2014,1,10,3,100.00000000000472,4.718003765447065e-12,39547,1,1.083876609802246
Spiral-LSHADE,cec2014,1,10,3,100.00000000000115,1.1510792319313623e-12,40000,1,2.583834409713745
CMAES,cec2014,1,10,3,100.00000000000001,1.4210854715202004e-14,5641,1,0.5478940010070801
SciPyDE,cec2014,1,10,3,4307.446496775992,4207.446496775992,40050,0,1.5747299194335938
LBFGSB,cec2014,1,10,3,1497140200.359307,1497140100.359307,22,0,0.0010781288146972656
PSO,cec2014,1,10,3,10230.403338577411,10130.403338577411,40050,0,2.707080602645874
GWO,cec2014,1,10,3,3573688.0375547507,3573588.0375547507,40050,0,3.426405191421509
GA,cec2014,1,10,3,152246.63293000904,152146.63293000904,40050,0,4.760080337524414
SSA,cec2014,1,10,3,57455427.86265117,57455327.86265117,76050,0,6.724139928817749
NLSHADE-RSP,cec2014,1,10,4,1112.4780306004193,1012.4780306004193,40002,0,1.0454766750335693
LSHADE,cec2014,1,10,4,100.0,0.0,40050,1,1.0910117626190186
JADE,cec2014,1,10,4,100.00000000273181,2.731809445322142e-09,40050,1,1.0525763034820557
jSO,cec2014,1,10,4,100.00000000001397,1.396927018504357e-11,39798,1,1.0857594013214111
Spiral-LSHADE,cec2014,1,10,4,100.00000000000033,3.268496584496461e-13,40000,1,2.6303610801696777
CMAES,cec2014,1,10,4,100.00000000000001,1.4210854715202004e-14,5841,1,0.6181318759918213
SciPyDE,cec2014,1,10,4,6617.728846845678,6517.728846845678,40050,0,1.583442211151123
LBFGSB,cec2014,1,10,4,204414.8579864208,204314.8579864208,1672,0,0.052221059799194336
PSO,cec2014,1,10,4,2451.4547031951474,2351.4547031951474,40050,0,2.573777914047241
GWO,cec2014,1,10,4,2513580.724085811,2513480.724085811,40050,0,2.933694362640381
GA,cec2014,1,10,4,70113.27854319573,70013.27854319573,40050,0,4.521139144897461
SSA,cec2014,1,10,4,74828.88336310552,74728.88336310552,76050,0,6.564326286315918
NLSHADE-RSP,cec2014,1,10,5,190.4220389532483,90.42203895324829,40002,0,1.0248842239379883
LSHADE,cec2014,1,10,5,100.00000000000001,1.4210854715202004e-14,40050,1,1.075866937637329
JADE,cec2014,1,10,5,100.0000000038325,3.832496986433398e-09,40050,1,1.0528130531311035
jSO,cec2014,1,10,5,100.00000000076064,7.606359986311872e-10,40182,1,1.0924930572509766
Spiral-LSHADE,cec2014,1,10,5,100.00000000000003,2.842170943040401e-14,40000,1,2.6241424083709717
CMAES,cec2014,1,10,5,100.00000000000001,1.4210854715202004e-14,9441,1,1.0395359992980957
SciPyDE,cec2014,1,10,5,3322.7616114571356,3222.7616114571356,40050,0,1.573725938796997
LBFGSB,cec2014,1,10,5,100.00014112887054,0.0001411288705384095,6281,0,0.19201421737670898
PSO,cec2014,1,10,5,82344.16708271306,82244.16708271306,40050,0,2.6182119846343994
GWO,cec2014,1,10,5,447965.58327924187,447865.58327924187,40050,0,3.025789976119995
GA,cec2014,1,10,5,1968952.7407573932,1968852.7407573932,40050,0,4.52428674697876
SSA,cec2014,1,10,5,13432249.62158533,13432149.62158533,76050,0,6.8514063358306885
NLSHADE-RSP,cec2014,1,10,6,283.5788339464713,183.57883394647132,40002,0,1.0426390171051025
LSHADE,cec2014,1,10,6,100.00000000000001,1.4210854715202004e-14,40050,1,1.0994822978973389
JADE,cec2014,1,10,6,5117.970337969861,5017.970337969861,40050,0,1.0680646896362305
jSO,cec2014,1,10,6,100.0000000000005,4.973799150320701e-13,38678,1,1.0801913738250732
Spiral-LSHADE,cec2014,1,10,6,100.00000000001165,1.1652900866465643e-11,40000,1,2.7001476287841797
CMAES,cec2014,1,10,6,100.00000000000001,1.4210854715202004e-14,5531,1,0.5301764011383057
SciPyDE,cec2014,1,10,6,6382.420955553037,6282.420955553037,40050,0,1.618011713027954
LBFGSB,cec2014,1,10,6,100.00000561005348,5.610053477766996e-06,4081,0,0.1326596736907959
PSO,cec2014,1,10,6,17376.5025781488,17276.5025781488,40050,0,2.5929343700408936
GWO,cec2014,1,10,6,682588.8208088587,682488.8208088587,40050,0,3.0098485946655273
GA,cec2014,1,10,6,244694.4936028514,244594.4936028514,40050,0,4.373382806777954
SSA,cec2014,1,10,6,27774437.593432877,27774337.593432877,76050,0,6.686928033828735
NLSHADE-RSP,cec2014,1,10,7,614.2981600496045,514.2981600496045,40002,0,1.0332965850830078
LSHADE,cec2014,1,10,7,100.0,0.0,40050,1,1.0753462314605713
JADE,cec2014,1,10,7,100.00000000054237,5.423714810603997e-10,40050,1,1.0475397109985352
jSO,cec2014,1,10,7,100.0000000000001,9.947598300641403e-14,37266,1,1.0157556533813477
Spiral-LSHADE,cec2014,1,10,7,100.00000000000843,8.427036846114788e-12,40000,1,2.643404960632324
CMAES,cec2014,1,10,7,100.00000000000001,1.4210854715202004e-14,8741,1,0.8369870185852051
SciPyDE,cec2014,1,10,7,2973.8535694236157,2873.8535694236157,40050,0,1.5813040733337402
LBFGSB,cec2014,1,10,7,204414.85857453372,204314.85857453372,1606,0,0.04998016357421875
PSO,cec2014,1,10,7,72012.20320341975,71912.20320341975,40050,0,2.5838348865509033
GWO,cec2014,1,10,7,495827.09977958794,495727.09977958794,40050,0,2.979060411453247
GA,cec2014,1,10,7,1196393.5523712833,1196293.5523712833,40050,0,4.339353561401367
SSA,cec2014,1,10,7,4564182.187151748,4564082.187151748,76050,0,6.58664870262146
NLSHADE-RSP,cec2014,1,10,8,126.13522257706092,26.135222577060915,40002,0,1.021871566772461
LSHADE,cec2014,1,10,8,100.0000000000002,1.9895196601282805e-13,40050,1,1.0774013996124268
JADE,cec2014,1,10,8,100.00000000000007,7.105427357601002e-14,39210,1,1.0030121803283691
jSO,cec2014,1,10,8,100.00000000008691,8.691358743817545e-11,39990,1,1.0583515167236328
Spiral-LSHADE,cec2014,1,10,8,100.00000000000016,1.5631940186722204e-13,40000,1,2.54490065574646
CMAES,cec2014,1,10,8,100.00000000000001,1.4210854715202004e-14,5961,1,0.62386155128479
SciPyDE,cec2014,1,10,8,5413.637167086612,5313.637167086612,40050,0,1.5293424129486084
LBFGSB,cec2014,1,10,8,100.00000401791215,4.0179121469918755e-06,4466,0,0.13219523429870605
PSO,cec2014,1,10,8,8893.980027372789,8793.980027372789,40050,0,2.4417612552642822
GWO,cec2014,1,10,8,1984481.9698137522,1984381.9698137522,40050,0,2.8207297325134277
GA,cec2014,1,10,8,554222.0838190201,554122.0838190201,40050,0,4.2218101024627686
SSA,cec2014,1,10,8,3141.550120190373,3041.550120190373,76050,0,6.557139873504639
NLSHADE-RSP,cec2014,1,10,9,579.7431193276955,479.74311932769547,40002,0,1.0230004787445068
LSHADE,cec2014,1,10,9,100.00000000000001,1.4210854715202004e-14,40050,1,1.0724318027496338
JADE,cec2014,1,10,9,100.00000000000108,1.0800249583553523e-12,40050,1,1.048952579498291
jSO,cec2014,1,10,9,100.00000000013961,1.3960743672214448e-10,39308,1,1.0700929164886475
Spiral-LSHADE,cec2014,1,10,9,100.00000000000671,6.707523425575346e-12,40000,1,2.7089362144470215
CMAES,cec2014,1,10,9,100.00000000000001,1.4210854715202004e-14,7191,1,0.7526569366455078
SciPyDE,cec2014,1,10,9,6168.151551324171,6068.151551324171,40050,0,1.5793116092681885
LBFGSB,cec2014,1,10,9,21035352254.105434,21035352154.105434,22,0,0.0010833740234375
PSO,cec2014,1,10,9,15874.270909661924,15774.270909661924,40050,0,2.6032845973968506
GWO,cec2014,1,10,9,489425.8633608538,489325.8633608538,40050,0,3.010995388031006
GA,cec2014,1,10,9,168535.4642293723,168435.4642293723,40050,0,4.2462592124938965
SSA,cec2014,1,10,9,60372.59179681415,60272.59179681415,76050,0,6.3343634605407715
NLSHADE-RSP,cec2014,1,10,10,138.5732764171037,38.5732764171037,40002,0,0.9948029518127441
LSHADE,cec2014,1,10,10,100.0,0.0,40050,1,1.0458736419677734
JADE,cec2014,1,10,10,100.00000000008816,8.816414265311323e-11,40050,1,1.013289451599121
jSO,cec2014,1,10,10,100.00000000059553,5.955342885499704e-10,40182,1,1.0617380142211914
Spiral-LSHADE,cec2014,1,10,10,100.0000000000014,1.4068746168049984e-12,40000,1,2.5551207065582275
CMAES,cec2014,1,10,10,100.00000000000001,1.4210854715202004e-14,10961,1,1.181492567062378
SciPyDE,cec2014,1,10,10,2768.2877833256234,2668.2877833256234,40050,0,1.5324170589447021
LBFGSB,cec2014,1,10,10,204414.86016085377,204314.86016085377,1485,0,0.044763803482055664
PSO,cec2014,1,10,10,60917.0256884373,60817.0256884373,40050,0,2.769592046737671
GWO,cec2014,1,10,10,4276211.868468105,4276111.868468105,40050,0,3.0213756561279297
GA,cec2014,1,10,10,17726125.90935561,17726025.90935561,40050,0,4.379086017608643
SSA,cec2014,1,10,10,61234288.76656051,61234188.76656051,76050,0,6.644849061965942
NLSHADE-RSP,cec2014,1,10,11,412.4111267657243,312.4111267657243,40002,0,1.0293445587158203
LSHADE,cec2014,1,10,11,100.00000000000033,3.268496584496461e-13,40050,1,1.0793418884277344
JADE,cec2014,1,10,11,100.00000001452838,1.4528382052958477e-08,40050,0,1.0518505573272705
jSO,cec2014,1,10,11,100.00000000032011,3.2011371331464034e-10,40122,1,1.0938220024108887
Spiral-LSHADE,cec2014,1,10,11,100.00000000000486,4.860112312599085e-12,40004,1,2.6474382877349854
CMAES,cec2014,1,10,11,100.00000000000001,1.4210854715202004e-14,6091,1,0.663280725479126
SciPyDE,cec2014,1,10,11,7519.144189779411,7419.144189779411,40050,0,1.5851452350616455
LBFGSB,cec2014,1,10,11,205846.15852343896,205746.15852343896,1023,0,0.032367706298828125
PSO,cec2014,1,10,11,31738.34589037553,31638.34589037553,40050,0,2.6247050762176514
GWO,cec2014,1,10,11,46519.54274793071,46419.54274793071,40050,0,2.921818733215332
GA,cec2014,1,10,11,5874819.110647468,5874719.110647468,40050,0,4.375046014785767
SSA,cec2014,1,10,11,6517380.209125525,6517280.209125525,76050,0,6.712955474853516
NLSHADE-RSP,cec2014,1,10,12,294.2746430888768,194.27464308887681,40002,0,1.0255310535430908
LSHADE,cec2014,1,10,12,100.0,0.0,40050,1,1.0767173767089844
JADE,cec2014,1,10,12,100.0000005150594,5.150593977987228e-07,40050,0,1.0534818172454834
jSO,cec2014,1,10,12,100.00000000000823,8.22808488010196e-12,39928,1,1.0925209522247314
Spiral-LSHADE,cec2014,1,10,12,100.00000000000416,4.163780431554187e-12,40000,1,2.6609995365142822
CMAES,cec2014,1,10,12,100.0,0.0,5231,1,0.4828770160675049
SciPyDE,cec2014,1,10,12,4088.573814596138,3988.573814596138,40050,0,1.586421251296997
LBFGSB,cec2014,1,10,12,100.00003266310375,3.2663103752383904e-05,5324,0,0.1642000675201416
PSO,cec2014,1,10,12,71653.42735429655,71553.42735429655,40050,0,2.5754051208496094
GWO,cec2014,1,10,12,1218363.8834321902,1218263.8834321902,40050,0,2.9909095764160156
GA,cec2014,1,10,12,16177015.697294423,16176915.697294423,40050,0,4.40850043296814
SSA,cec2014,1,10,12,36459959.194736645,36459859.194736645,76050,0,6.748390436172485
NLSHADE-RSP,cec2014,1,10,13,1705.7564421889751,1605.7564421889751,40002,0,1.055051326751709
LSHADE,cec2014,1,10,13,100.0,0.0,39600,1,1.0898849964141846
JADE,cec2014,1,10,13,100.00000000000007,7.105427357601002e-14,40050,1,1.125452995300293
jSO,cec2014,1,10,13,100.00000000018713,1.8712853488977998e-10,39883,1,1.11130952835083
Spiral-LSHADE,cec2014,1,10,13,100.00000000000023,2.2737367544323206e-13,40000,1,2.7265303134918213
CMAES,cec2014,1,10,13,100.0,0.0,5601,1,0.5966038703918457
SciPyDE,cec2014,1,10,13,9032.632488193054,8932.632488193054,40050,0,1.6273221969604492
LBFGSB,cec2014,1,10,13,205846.1531863487,205746.1531863487,1375,0,0.044209957122802734
PSO,cec2014,1,10,13,6095.2896806486215,5995.2896806486215,40050,0,2.6217434406280518
GWO,cec2014,1,10,13,4753584.1660373155,4753484.1660373155,40050,0,2.995755195617676
GA,cec2014,1,10,13,9579061.557594402,9578961.557594402,40050,0,4.409700155258179
SSA,cec2014,1,10,13,23631571.895954423,23631471.895954423,76050,0,6.762403726577759
NLSHADE-RSP,cec2014,1,10,14,1380.743926712519,1280.743926712519,40002,0,1.0623588562011719
LSHADE,cec2014,1,10,14,100.00000000000136,1.3642420526593924e-12,40050,1,1.107191801071167
JADE,cec2014,1,10,14,100.00000046350071,4.635007115894041e-07,40050,0,1.0774974822998047
jSO,cec2014,1,10,14,100.00000000026887,2.688693712116219e-10,39738,1,1.1117005348205566
Spiral-LSHADE,cec2014,1,10,14,100.00000000001717,1.716671249596402e-11,40000,1,2.7287204265594482
CMAES,cec2014,1,10,14,100.00000000000001,1.4210854715202004e-14,9271,1,1.071211576461792
SciPyDE,cec2014,1,10,14,3326.085234174616,3226.085234174616,40050,0,1.6552741527557373
LBFGSB,cec2014,1,10,14,100.00000470359099,4.703590988697215e-06,4356,0,0.1375110149383545
PSO,cec2014,1,10,14,24987.522882642897,24887.522882642897,40050,0,2.613933563232422
GWO,cec2014,1,10,14,1853261.2028917288,1853161.2028917288,40050,0,2.970151901245117
GA,cec2014,1,10,14,10115438.174166324,10115338.174166324,40050,0,4.577050685882568
SSA,cec2014,1,10,14,913525.3922878641,913425.3922878641,76050,0,6.710002660751343
NLSHADE-RSP,cec2014,1,10,15,116.73921395423673,16.73921395423673,40002,0,1.0463991165161133
LSHADE,cec2014,1,10,15,100.0,0.0,40050,1,1.096177339553833
JADE,cec2014,1,10,15,100.00002960494503,2.9604945027017493e-05,40050,0,1.0514791011810303
jSO,cec2014,1,10,15,100.00000000000077,7.673861546209082e-13,38364,1,1.0490224361419678
Spiral-LSHADE,cec2014,1,10,15,100.00000000000114,1.1368683772161603e-12,40000,1,2.657466411590576
CMAES,cec2014,1,10,15,100.00000000000001,1.4210854715202004e-14,5911,1,0.5464217662811279
SciPyDE,cec2014,1,10,15,2504.164095697614,2404.164095697614,40050,0,1.5885701179504395
LBFGSB,cec2014,1,10,15,100.00000297882566,2.9788256625806753e-06,4818,0,0.14803099632263184
PSO,cec2014,1,10,15,123126.69217235458,123026.69217235458,40050,0,2.647698163986206
GWO,cec2014,1,10,15,313312.4560008963,313212.4560008963,40050,0,2.9957633018493652
GA,cec2014,1,10,15,2674422.622725924,2674322.622725924,40050,0,4.4325737953186035
SSA,cec2014,1,10,15,1905787.5864914896,1905687.5864914896,76050,0,6.8095386028289795
NLSHADE-RSP,cec2014,1,10,16,101.12801726170967,1.1280172617096724,40002,0,1.0266602039337158
LSHADE,cec2014,1,10,16,100.00000000000013,1.2789769243681803e-13,40050,1,1.0822887420654297
JADE,cec2014,1,10,16,100.00000000009058,9.057998795469757e-11,40050,1,1.0567684173583984
jSO,cec2014,1,10,16,100.00000000008059,8.058975708991056e-11,40182,1,1.1017096042633057
Spiral-LSHADE,cec2014,1,10,16,100.00000000000227,2.2737367544323206e-12,40004,1,2.648552656173706
CMAES,cec2014,1,10,16,100.00000000000001,1.4210854715202004e-14,6711,1,0.7486362457275391
SciPyDE,cec2014,1,10,16,4541.320321387575,4441.320321387575,40050,0,1.6007189750671387
LBFGSB,cec2014,1,10,16,208616.87469459747,208516.87469459747,1617,0,0.05025672912597656
PSO,cec2014,1,10,16,35493.66442646246,35393.66442646246,40050,0,2.6800787448883057
GWO,cec2014,1,10,16,232440.0074818446,232340.0074818446,40050,0,3.03022837638855
GA,cec2014,1,10,16,8921856.355412113,8921756.355412113,40050,0,4.418022394180298
SSA,cec2014,1,10,16,119499850.78929128,119499750.78929128,76050,0,6.2273783683776855
NLSHADE-RSP,cec2014,1,10,17,1106.6420242764427,1006.6420242764427,40002,0,0.9729478359222412
LSHADE,cec2014,1,10,17,100.00000000000003,2.842170943040401e-14,40050,1,1.021878719329834
JADE,cec2014,1,10,17,100.00000003616344,3.6163442018732894e-08,40050,0,0.997467041015625
jSO,cec2014,1,10,17,100.00000000001668,1.6683543435647152e-11,39928,1,1.1156702041625977
Spiral-LSHADE,cec2014,1,10,17,100.00000000000445,4.447997525858227e-12,40000,1,2.7395706176757812
CMAES,cec2014,1,10,17,100.0,0.0,5541,1,0.597567081451416
SciPyDE,cec2014,1,10,17,5939.97131048373,5839.97131048373,40050,0,1.6934340000152588
LBFGSB,cec2014,1,10,17,2537.494045391665,2437.494045391665,2552,0,0.0880434513092041
PSO,cec2014,1,10,17,2974.8006314763425,2874.8006314763425,40050,0,2.6864638328552246
GWO,cec2014,1,10,17,766401.8597367615,766301.8597367615,40050,0,3.099827766418457
GA,cec2014,1,10,17,514578.8148855377,514478.8148855377,40050,0,4.497602462768555
SSA,cec2014,1,10,17,12305069.613001067,12304969.613001067,76050,0,6.413935422897339
NLSHADE-RSP,cec2014,1,10,18,178.37359195266276,78.37359195266276,40002,0,1.0037651062011719
LSHADE,cec2014,1,10,18,100.0,0.0,40050,1,1.0497424602508545
JADE,cec2014,1,10,18,100.00000000389261,3.8926089018787025e-09,40050,1,1.0365362167358398
jSO,cec2014,1,10,18,100.00000000002181,2.1813661987835076e-11,39788,1,1.058337926864624
Spiral-LSHADE,cec2014,1,10,18,100.00000000002677,2.6773250283440575e-11,40000,1,2.5834896564483643
CMAES,cec2014,1,10,18,100.0,0.0,7821,1,0.7583343982696533
SciPyDE,cec2014,1,10,18,6477.989199081027,6377.989199081027,40050,0,1.5537545680999756
LBFGSB,cec2014,1,10,18,2537.494031125562,2437.494031125562,2266,0,0.06997275352478027
PSO,cec2014,1,10,18,53796.91483063675,53696.91483063675,40050,0,2.4984889030456543
GWO,cec2014,1,10,18,4267949.478898414,4267849.478898414,40050,0,2.8570966720581055
GA,cec2014,1,10,18,1215785.455781716,1215685.455781716,40050,0,4.2773942947387695
SSA,cec2014,1,10,18,38769079.19999281,38768979.19999281,76050,0,6.449376821517944
NLSHADE-RSP,cec2014,1,10,19,137.44039184328187,37.44039184328187,40002,0,1.005530595779419
LSHADE,cec2014,1,10,19,100.0,0.0,40050,1,1.0605697631835938
JADE,cec2014,1,10,19,100.00000000000794,7.94386778579792e-12,40050,1,1.0318632125854492
jSO,cec2014,1,10,19,100.00000000000183,1.8332002582610585e-12,38082,1,1.021576166152954
Spiral-LSHADE,cec2014,1,10,19,100.00000000000271,2.7142732506035827e-12,40000,1,2.5945186614990234
CMAES,cec2014,1,10,19,100.00000000000001,1.4210854715202004e-14,5771,1,0.4987905025482178
SciPyDE,cec2014,1,10,19,15622.661650553157,15522.661650553157,40050,0,1.5743474960327148
LBFGSB,cec2014,1,10,19,1531.2950250036092,1431.2950250036092,1881,0,0.05709362030029297
PSO,cec2014,1,10,19,42393.65575712106,42293.65575712106,40050,0,2.473686695098877
GWO,cec2014,1,10,19,576136.5653618753,576036.5653618753,40050,0,2.8857643604278564
GA,cec2014,1,10,19,1228020.1692034658,1227920.1692034658,40050,0,4.396807909011841
SSA,cec2014,1,10,19,314942.6232070572,314842.6232070572,76050,0,6.383420467376709
NLSHADE-RSP,cec2014,1,10,20,599.0691416025172,499.0691416025172,40002,0,0.9794511795043945
LSHADE,cec2014,1,10,20,100.0,0.0,38250,1,0.9897472858428955
JADE,cec2014,1,10,20,100.00000000000001,1.4210854715202004e-14,33000,1,0.834373950958252
jSO,cec2014,1,10,20,100.00000000108975,1.0897451829805505e-09,40182,1,1.0526123046875
Spiral-LSHADE,cec2014,1,10,20,100.00000000000115,1.1510792319313623e-12,40000,1,2.543858528137207
CMAES,cec2014,1,10,20,100.00000000000001,1.4210854715202004e-14,7621,1,0.7279384136199951
SciPyDE,cec2014,1,10,20,6811.711880519198,6711.711880519198,40050,0,1.5206289291381836
LBFGSB,cec2014,1,10,20,2537.494309113106,2437.494309113106,1705,0,0.0555117130279541
PSO,cec2014,1,10,20,117009.83978233929,116909.83978233929,40050,0,2.6227471828460693
GWO,cec2014,1,10,20,223927.95514038866,223827.95514038866,40050,0,3.0590152740478516
GA,cec2014,1,10,20,33662969.56830734,33662869.56830734,40050,0,4.515995979309082
SSA,cec2014,1,10,20,14092060.63862429,14091960.63862429,76050,0,6.908289194107056
NLSHADE-RSP,cec2014,1,10,21,142.25185214257894,42.25185214257894,40002,0,1.0430247783660889
LSHADE,cec2014,1,10,21,100.0,0.0,40050,1,1.0906178951263428
JADE,cec2014,1,10,21,100.0000000000209,2.0904167286062147e-11,40050,1,1.060659646987915
jSO,cec2014,1,10,21,100.00000000000054,5.400124791776761e-13,38410,1,1.062593936920166
Spiral-LSHADE,cec2014,1,10,21,100.0000000000021,2.1032064978498966e-12,40000,1,2.67802095413208
CMAES,cec2014,1,10,21,100.00000000000001,1.4210854715202004e-14,5671,1,0.6164255142211914
SciPyDE,cec2014,1,10,21,7126.700772372844,7026.700772372844,40050,0,1.5932965278625488
LBFGSB,cec2014,1,10,21,1531.2950149796268,1431.2950149796268,2244,0,0.06994366645812988
PSO,cec2014,1,10,21,160636.60811677994,160536.60811677994,40050,0,2.6588122844696045
GWO,cec2014,1,10,21,618108.7682364823,618008.7682364823,40050,0,2.9408912658691406
GA,cec2014,1,10,21,1055500.313514969,1055400.313514969,40050,0,4.16026759147644
SSA,cec2014,1,10,21,7011679.35457227,7011579.35457227,76050,0,6.355982542037964
NLSHADE-RSP,cec2014,1,10,22,283.25112192736105,183.25112192736105,40002,0,1.0072460174560547
LSHADE,cec2014,1,10,22,100.0,0.0,36650,1,0.9629499912261963
JADE,cec2014,1,10,22,100.00008145017627,8.145017626759454e-05,40050,0,1.0219504833221436
jSO,cec2014,1,10,22,100.00000000000826,8.256506589532364e-12,38232,1,1.0016307830810547
Spiral-LSHADE,cec2014,1,10,22,100.00000000000017,1.7053025658242404e-13,40000,1,2.5230515003204346
CMAES,cec2014,1,10,22,100.00000000000001,1.4210854715202004e-14,10731,1,1.0279569625854492
SciPyDE,cec2014,1,10,22,1380.0310292296679,1280.0310292296679,40050,0,1.5427436828613281
LBFGSB,cec2014,1,10,22,208616.87485347458,208516.87485347458,1892,0,0.06162738800048828
PSO,cec2014,1,10,22,21817.325780812454,21717.325780812454,40050,0,2.57491135597229
GWO,cec2014,1,10,22,1147753.4690309083,1147653.4690309083,40050,0,3.1697275638580322
GA,cec2014,1,10,22,17959760.933794588,17959660.933794588,40050,0,4.517470836639404
SSA,cec2014,1,10,22,3419018.86772374,3418918.86772374,76050,0,6.721215486526489
NLSHADE-RSP,cec2014,1,10,23,146.69919956261737,46.699199562617366,40002,0,1.034245252609253
LSHADE,cec2014,1,10,23,100.00000000004339,4.338573944551172e-11,40050,1,1.0839309692382812
JADE,cec2014,1,10,23,100.00000000017253,1.7253398709726753e-10,40050,1,1.0637032985687256
jSO,cec2014,1,10,23,100.00000000000118,1.1795009413617663e-12,38798,1,1.069819688796997
Spiral-LSHADE,cec2014,1,10,23,100.00000000000004,4.263256414560601e-14,40000,1,2.690547227859497
CMAES,cec2014,1,10,23,100.00000000000001,1.4210854715202004e-14,12161,1,1.3635010719299316
SciPyDE,cec2014,1,10,23,8023.92198511561,7923.92198511561,40050,0,1.6218860149383545
LBFGSB,cec2014,1,10,23,100.00002040880236,2.0408802356541855e-05,5258,0,0.16489076614379883
PSO,cec2014,1,10,23,19302.324076958477,19202.324076958477,40050,0,2.5776360034942627
GWO,cec2014,1,10,23,4131330.50682613,4131230.50682613,40050,0,3.0161168575286865
GA,cec2014,1,10,23,3103604.6142768413,3103504.6142768413,40050,0,4.500485181808472
SSA,cec2014,1,10,23,11527.885924070806,11427.885924070806,76050,0,6.5432288646698
NLSHADE-RSP,cec2014,1,10,24,108.23613505106132,8.236135051061325,40002,0,1.008366346359253
LSHADE,cec2014,1,10,24,100.00000000000014,1.4210854715202004e-13,40050,1,1.0619773864746094
JADE,cec2014,1,10,24,100.0000000314975,3.149750682496233e-08,40050,0,1.0384256839752197
jSO,cec2014,1,10,24,100.00000000000053,5.258016244624741e-13,39127,1,1.0577540397644043
Spiral-LSHADE,cec2014,1,10,24,100.00000000000864,8.640199666842818e-12,40000,1,2.6068015098571777
