fid,CMAES,GWO,JADE,LBFGSB,LSHADE,MealpyGA,NLSHADE-RSP,PSO,SSA,SciPyDE,Spiral-LSHADE,jSO
3,1.8180907942152437e-14,1707.8878217681522,164.89230494618437,3431833823.4320526,3.165431161715056e-08,7062.847960228497,0.007976186856334106,2337.0908823252294,11610.427482674413,21.931223197656074,3.794664703009772e-10,1.3459889196075004e-11
4,1.9653379220117156e-14,37.7928455124661,0.2861601021672727,21529.48408859732,0.2580021012675355,32.673501712672504,0.4630312545408113,9.418039338779998,309.80358200263146,15.637068375552309,5.970527888347,0.1823368743032161
5,0.2429751261000577,0.1004581201253534,0.016037530484376835,0.00010826365034738394,0.01435143747137737,6.380732105915771,0.27855370411445524,0.2683818482956919,0.003114325239757545,0.09310316201295178,0.0322098667159263,0.12274933152576907
6,1.6118121408206454,1.0928453396472384,0.047057844643305265,3.049042718457309,0.29329225610574333,1.365536595147393,0.02551867473861569,1.7892950763078685,2.5782667396236714,1.3499199030089482,0.01325797409130585,1.5041892578461001e-05
7,0.004815740664593453,0.8764125937228471,4.549977088535324e-09,24.78699778801466,2.0756281837186113e-14,0.13115341433441907,5.1671355254665355e-12,0.020298173341014192,0.07698687726482832,1.8419908673068892,8.773132204200418e-12,5.2988480058434006e-14
8,6.819760552146057,18.72070343022817,9.650691329876585e-07,77.8803548583085,1.452748688386639e-07,0.06960889939434323,0.1816538397876702,15.41970006379997,28.81944715253495,11.515660202253471,8.641001695942704,0.485867311211126
9,9.21032629282047,27.704751884761063,1.7123830653240377,71.54333986001092,2.4077409970215564,4.575143373605596,2.582799734174212,20.856795710520025,17.859028001281285,10.676700833679329,8.746956669936523,2.9354803912899974
10,435.5793968285064,941.2712544459159,1.0403406361458922,786.602181427489,5.785325872451109,0.3793828203228573,3.195416899304651,215.063482631462,630.2556333597527,253.8252802177247,308.47707954539817,20.602297432870877
11,495.92088522556077,1226.917389394651,95.0139780652646,943.5069181481002,113.28124268767,202.6137675217493,98.58036504836267,326.0879273130926,570.9562913924003,221.59840781248747,316.39972584023485,210.74712572153732
12,1.3032005609284765,0.28590166308694076,0.011893851357001013,2.6871093645452753,0.023930565393089097,0.009258747404954441,0.014412361002870995,0.056366372101697794,0.5212011142289431,0.632551649417797,0.18262087030958346,0.043618307987752916
13,0.057939318154139385,0.07976597512083287,0.023933856635994594,2.899059195704678,0.02943487861436211,0.14421660966413852,0.03603346165151389,0.1651924477639597,0.17479396941528455,0.6010776818128357,0.03525218625024147,0.041692205009890335
14,0.12296555886799931,0.19936197750075904,0.04008244634718276,6.377447158511256,0.04498538874786321,0.2404741685648668,0.029261883777429023,0.31750919575583253,0.3707750768085429,3.4684527060696073,0.048319479230723904,0.043225403248630355
15,0.8468317960664393,3.178058258703253,0.1855593168834257,273900184.6623749,0.2781742080642439,1.2258994099946954,0.5007126803888681,5.33797324732186,555.338276869431,1.9397325438945798,0.9926447601502397,0.41827267662174755
16,0.3240802849842929,0.7417249848085394,0.28801387026428,0.4021544847370765,0.3112517818061196,0.6958439398634707,0.4802002187979518,0.9276465105841909,0.5313637042804364,0.2074318371127666,0.44158384890923935,0.9986798731547432
17,306.47210056954384,44902.099005415526,346.39583793000287,2015.7853727628985,473.1425927202719,628980.7152178335,3797.2103068907445,186342.80941127334,6463504.180270512,147132.50755857764,13.510770034516067,64.18186156754835
18,199.8123520528191,23095.982111691716,2052.4121495638747,11321.754903286232,3705.9476244287926,25887.141502142622,6613.415447312328,18403.342125119707,29389016.135733787,3906844.910998522,10.729237486795675,127.83105897852795
19,5.153835721355626,7.97872174418867,1.7407761618566677,569.3217753837888,1.6003906653225792,1378.9349145797464,2.2105131541053966,31.71549233157379,249118.1351649528,580.2193217791266,1.1572361106358107,0.8384813067061937
20,6.226373645855508,37721.171278316,10.57493698923359,2712.6853189146273,5.033428290971654,25582.15544844351,685.4739199859044,25921.178351182683,35870169074.17292,98130.95380639714,1.9283653690553668,1.7663419519426242
21,115.93330145021727,615863.4045313388,139.3121289624058,87206061286.62604,1202.2826786217822,129225.99883387431,2083.6907444313274,23539.960486050462,5204316.721260806,230274.98645829564,63.86908992201505,26.474765666699604
22,239.6012226809312,423.05552571762644,90.76031604982595,1859.117301237194,1.1780327830124242,270.5590259486841,5.404578428518767,291.6074424656358,1260346.1492067885,274.25803350173607,1.852419182382254,0.7747047095843039
23,13.814705787491036,14.26950053560482,0.0,20.1684971577451,5.260483240089856,14.495656983009589,7.310055189845145,12.394801623098008,1.952592201034683e-09,8.208227910773882,12.394801623096418,0.0
24,4.350319353739469,0.00664572541318204,1.0936008330891016,84.71468228000518,0.8837860978684052,1.6568073626845665,32.53947390754532,5.461070562788811,0.0015468227628319196,10.871374023530338,0.48167094794662674,2.6545619839296206
25,1.5006169737902175,0.5645199522956219,0.14005746222788704,16.526233764857377,0.0871490592103226,0.6071447361851086,0.077849492261881,1.4221729360723587,1.8704795219845782e-10,3.775363422675141,0.0455780100005588,0.00905328550604833
26,0.08776529995244943,0.12295230374396156,0.028026540774929182,119.83092155995186,0.03677118673633313,0.12363528783264884,0.05433520456401375,0.14890251321862522,18.247610071987076,0.4577902700887798,0.04730888633783332,0.040102179286031714
27,42.07282374422561,33.58407811783751,64.92098713819303,2731.132191965795,26.891160674984555,32.50367608715867,183.19911632947264,84.82663833730327,1.9416535306381095e-09,88.16534898110844,0.1520634668154376,0.0010308908230059032
28,176.97532001345624,136.97771390321026,99.48779516878325,1643.0775267378062,58.6548731913343,167.71197728364425,96.40588017469877,293.13098105084435,1.4933912965695333e-08,155.92682013577095,51.59313222466654,93.09224104352698
29,787.6776321880002,34344.60176032466,676.2957692143533,4875.523284579859,433.2378717048613,112041.14167241195,684.4415731695783,15575.963021814547,0.0036558487335699857,205305.75411883945,428.62755605501155,229.03776057257835
30,10414.053630893186,234823.81399129267,4321.307256507435,44477.287297823226,42737.19590794813,234781.04886418453,14145.5835498915,8276264.771989771,0.42663993749761153,1432396.3278729925,2960.7492075965556,990.599969208253
