fid,CMAES,GA,GWO,JADE,LBFGSB,LSHADE,NLSHADE-RSP,PSO,SSA,SciPyDE,Spiral-LSHADE,jSO
3,3.20165922843811e-14,6966.208721795496,1024.7261278154244,1.2811497297145188e-09,0.005549617028021794,0.0,6.389121008603498e-08,1063.5317055467503,5687.762350451077,0.6463300806789483,1.7344551487745134e-14,2.6494240029217006e-14
4,11.30436805176322,18.5502169269639,12.324892078517797,13.593829214211965,4453.990887410327,6.349981165680657,0.7914770062116144,16.484949786119063,180.30457617171436,17.102754932897454,12.874916399682954,13.183430824153714
5,0.21295133966742716,0.022028937237381897,2.919931231914889,3.340747939746097,0.04822150984426311,3.6713464770492727,4.868941463021002,0.14728865731030175,0.00039714193081148344,0.13180261797220844,1.1183140219986325,5.130373190070059
6,1.2081169895520016,1.1621418922775024,0.9150886279391723,0.36145941453552843,1.9308697586582948,0.36686912864221016,0.17485733516131877,1.5942055719786528,1.8134172580030146,1.1791223966660884,0.5669257470678765,2.813859851986961e-05
7,0.00893401571428839,0.14742044177123179,0.3493690777306104,0.007188636556605948,50.10934987830409,0.0044751887624755295,0.011584146846296267,0.1813437431316736,7.21095068442528,1.3270855656339877,0.0060529045313469886,0.0046246845015092365
8,5.274351603516514,0.10769908712044651,8.508920865738922,0.18165383978802233,50.575057958086255,0.0,0.0,11.637516732996612,15.635264707951348,5.628845452682968,1.2693375747060929,0.6754881295246702
9,6.0812828376926475,5.8860666605925145,9.55744332531865,1.4113977993946858,60.427187024309205,1.3520706966856653,1.6884954492165352,10.402893701640652,11.842095359230845,7.046886827260796,2.073640436915369,1.1616906326029772
10,312.25957548581545,1.0228818365309305,316.5409166093002,21.709669387500494,619.257314827715,0.05665786531785231,0.06121890741393113,133.34414007512518,273.3644332103127,177.71595269514273,59.45673901581638,2.249912604736276
11,392.8472758106435,261.8765776181764,275.40322704925546,136.7555942928492,555.9778496224081,94.90235224408875,79.8624250899152,231.6255228533228,439.2164031191848,160.96411250929214,162.59843336447972,100.65810220029552
12,0.8084211009687945,0.10585765443118805,0.35143087908853965,0.026978590123467542,4.040853878130715,0.0717979075833575,0.07576898245730963,0.15591266268776183,0.37320256796794293,0.7503526533496875,0.15038920930609756,0.29080771869461125
13,0.05004768371668488,0.1314759955402029,0.06788006570805927,0.040162585816939295,1.5610793010968063,0.029164693667008187,0.037459178186337067,0.16098314875420813,0.18347780593778149,0.572779363788508,0.0308613420959463,0.03207558548514598
14,0.12954332289721793,0.29138374789951643,0.10283534206275291,0.07657032616420878,0.08970860064935915,0.042711609156984826,0.04095864087036218,0.2893843021621877,0.36749495034992063,2.0672361244713624,0.05602305494016724,0.04662774240617757
15,0.41525862989794615,1.3108506226953245,0.7655091203947242,0.12236314238871737,19244610.550851047,0.09691761776687284,0.24833790280278206,1.0367455341232183,95.15504889963324,1.0970918105709275,0.22385178683237447,0.1514454475837868
16,0.3446431352909039,0.3434904440534071,0.5490647380256233,0.3010282463093808,0.28189561515448985,0.31494182838198526,0.3453197266157882,0.4277517872776311,0.3544602550550145,0.1498571008004438,0.4227125385921107,0.4431654556348437
17,185.80563554542806,7209.557176007203,9059.32291396965,523.9188571077201,2438749638.470677,476.6333092636999,113.74060133274456,3753.5174778960177,111159.65021863981,354.8915659686014,0.2868751395357504,0.3035144471515493
18,5.979132009512779,17713.549392589353,10286.18201160367,1.6438156090316336,4622151085.625301,0.6549066375815944,1.0771735859611213,746.7228965231053,10607.973192015503,6.026578832536223,0.23773345116404437,0.33453530306333756
19,7.369489255734791,47.27880791709225,16.597298296997884,3.768855225357086,6337894183.236809,1.4926007979779785,0.7054460668480004,27.69952872695445,22604.801090798734,1.5207680486305015,0.631564968699148,0.29212025528731017
20,7.3835481140258254,13585.300077985548,11601.771142878468,1019.449126962021,3.6553791603413496e+16,0.6991308144129286,4.158122742734499,8448.060365174179,3454902931.794143,59.46157604766656,0.43490416109682123,0.16362701306101377
21,0.3553049812369402,25917.630954457512,4129.106881880612,9.506706906585318,5733885187.276388,3.8970307064379925,2.3460930949104313,125.52934378113196,652970.1512744869,22.94508804745873,0.28183266268799706,0.22408428979680317
22,206.33411577796792,120.3430338306024,107.87890112326701,98.3783196587436,2.332846116358175e+17,66.24279348367888,8.19545933026751,131.8688704761518,877108.0154913442,110.45786218299112,4.27178611144984,7.048130227660688
23,1.647059356728453,9.44478069160588,18.73739994606026,0.9855206759017375,17.66312408406317,0.9855206759017378,119.87052009376357,1.6470593567283698,3.6425859535120325e-10,4.830165360690411,0.0,1.369495957457361
24,10.883651942112131,6.28578041924065,8.882540388015508,2.011480578503484,70.70630075275928,1.9785988227010174,2.129753138258925,10.798500344053775,16.876385170118073,10.732519698944756,3.3049286912781164,3.28963808052958
25,17.25572272348482,8.592444707853176,0.25583748811307494,16.911663327441595,11.182539375908947,8.024763329800926,4.313485633743722,10.448373435763939,1.8319095471630567e-10,2.26034926750654,16.196026274855022,12.97156909558315
26,0.06444570858793201,0.13048205039236835,0.07428042245278732,0.030816816706421557,149.05280104057124,0.03159986564244839,0.04353030450344927,0.19869391941099848,18.137435400703477,0.2815354242824256,0.03434450946213277,0.02754295194120566
27,41.86740836548855,102.53882031088861,77.02569796767318,128.28639317216,1209.9258403533017,149.84685849351195,1.15079728755923,72.86649018981154,5.037846463163479e-10,163.05598338395717,149.85714885674773,201.44435259301758
28,74.27998080108438,79.20262654409721,53.42065601832915,58.182703534572994,1254.7798464557618,50.429057857955065,52.37267145272154,85.04467198539909,1.3714052210307884e-09,63.35883702329379,21.477647711490153,21.326101938544884
29,1913555.8819059622,613716.6916211918,726725.1426945115,771140.0184105441,2561936.985263116,540800.3563464159,0.04364889252853146,881540.5781474148,2.4724492928502523e-05,381256.1377275346,378073.64047202235,408513.5088971921
30,2057526.5326211045,2586616.1472240826,2726017.2590133063,32184.518811892573,59098.8881547511,21470.579666977585,927.013594066234,146931.0120976121,0.4987996696627482,18469.764220485955,2999.1210536908625,258.3728463383382
